,RNA.Enterocytes.BEST4
ZNF526,0.0
GSK3A,0.354274386
AC006486.1,0.0
ERF,0.272734356
CIC,0.0
PAFAH1B3,0.674304293
PRR19,0.0
TMEM145,0.0
MEGF8,0.064142036
CNFN,0.040620823
LIPE-AS1,0.044357361
LIPE,0.0
CEACAM1,9.372168656
TEX101,0.0
LYPD3,0.0
PHLDB3,0.014270443
ETHE1,9.315260865
ZNF575,0.189294326
XRCC1,0.005987909
PINLYP,0.0
IRGQ,0.381046586
ZNF576,0.182429292
SRRM5,0.0
ZNF428,0.284146213
CADM4,0.0
PLAUR,0.254171633
SMG9,0.0
KCNN4,0.04701376
LYPD5,0.13091747
ZNF283,0.0
ZNF404,0.0
RP11-15A1.3,0.0
ZNF45,0.032526672
ZNF221,0.0
ZNF155,0.028711127
ZNF230,0.026565223
ZNF222,0.0
ZNF223-ENSG00000178386,0.0
ZNF284,0.032140286
ZNF224,0.062358671
AC084219.4,0.0
ZNF225,0.0
ZNF234,0.008469523
ZNF226,0.280655993
ZNF227,0.0
ZNF235,0.0
ZNF233,0.0
ZNF112,0.0
ZNF285,0.0
ZNF229,0.0
AC069278.4,0.0
ZNF180,0.0
IGSF23,0.0
CTB-171A8.1,0.0
PVR,0.336899124
CEACAM19,0.0
CEACAM16,0.0
BCL3,0.496225069
CBLC,0.829341211
BCAM,0.157797019
PVRL2,0.764807354
CTB-129P6.4,0.0
TOMM40,0.319177715
APOE,0.091444589
APOC1,0.028703083
APOC2,0.0
CLPTM1,0.047663151
RELB,0.092208941
CLASRP,0.066447829
ZNF296,0.083454095
CTB-179K24.3,0.0
GEMIN7,0.167841888
MARK4,0.153739473
PPP1R37,0.194003198
TRAPPC6A,0.396533377
BLOC1S3,0.037721045
EXOC3L2,0.0
CKM,0.0
ERCC2,0.039815578
PPP1R13L,0.543738176
CD3EAP,0.0
ERCC1,0.062232283
FOSB,1.724843901
RTN2,0.033616609
PPM1N,0.0
VASP,2.254758251
OPA3,0.0
GPR4,0.0
EML2,0.344464472
C19orf83,0.0
GIPR,0.020856275
SNRPD2,1.651821606
QPCTL,0.124180409
FBXO46,0.118809806
AC074212.5,0.0
SIX5,0.037736988
AC074212.6,0.0
DMPK,0.0
DMWD,0.038139989
SYMPK,0.097752843
AC092301.3,0.0
FOXA3,0.132370266
IRF2BP1,0.0450708
MYPOP,0.098546232
NOVA2,0.0
CCDC61,0.032002048
HIF3A,0.050415423
PPP5C,0.042821619
CCDC8,0.0
PNMAL1,0.0
PPP5D1,0.09811617
PNMAL2,0.0
CALM3,2.253680439
PTGIR,0.0
GNG8,0.0
DACT3,0.0
DACT3-AS1,0.0
PRKD2,0.363864354
STRN4,0.39727104
FKRP,0.125401284
SLC1A5,1.012541895
AP2S1,2.525661336
ARHGAP35,0.596143044
NPAS1,0.0
TMEM160,0.610264454
ZC3H4,0.093176838
SAE1,0.348367322
BBC3,0.144955145
CCDC9,0.0
PRR24,0.178335205
C5AR1,0.0
C5AR2,0.0
DHX34,0.035909395
MEIS3,0.0
SLC8A2,0.0
KPTN,0.135076724
NAPA-AS1,0.0
NAPA,0.372442273
ZNF541,0.0
CTD-2571L23.8,0.0
GLTSCR1,0.0
EHD2,0.0
GLTSCR2,2.030367629
SEPW1,8.516422348
CRX,0.0
SULT2A1,0.0
PLA2G4C,0.0
LIG1,0.008469523
C19orf68,0.0
ZNF114,0.0
CARD8,0.188383839
CTC-453G23.8,0.0
CTC-241F20.3,0.041405346
EMP3,0.407937426
TMEM143,0.015551503
SYNGR4,0.0
KDELR1,1.416201759
GRIN2D,0.0
GRWD1,0.009340487
KCNJ14,0.0
CTC-273B12.5,0.0
CTC-273B12.6,0.0
CYTH2,0.52489505
LMTK3,0.0
SULT2B1,0.030419869
FAM83E,0.278170869
SPACA4,0.0
RPL18,17.62305424
AC022154.7,0.0
SPHK2,0.138470036
DBP,0.0
CA11,0.005987909
NTN5,0.0
FUT2,0.22995438
MAMSTR,0.0
RASIP1,0.0
IZUMO1,0.0
FUT1,0.0
BCAT2,0.169335904
HSD17B14,0.0
PLEKHA4,0.009340487
PPP1R15A,0.993811582
TULP2,0.033390319
NUCB1,0.527280902
DHDH,0.0
BAX,1.352879073
FTL,47.41115386
GYS1,0.0363409
RUVBL2,0.251079927
KCNA7,0.0
SNRNP70,0.573306948
LIN7B,0.278426051
C19orf73,0.0
PPFIA3,0.248519824
HRC,0.0
TRPM4,0.945551109
SLC6A16,0.0
CTC-301O7.4,0.0
CD37,0.010401411
TEAD2,0.005565747
AC010524.4,0.0
SLC17A7,0.0
PIH1D1,0.700517501
ALDH16A1,0.060837478
FLT3LG,0.0
RPL13A,31.61490646
RPS11,14.2213728
hsa-mir-150,0.0
FCGRT,4.002123204
RCN3,0.028685768
NOSIP,0.647808336
PRRG2,0.035865924
PRR12,0.0
CTB-33G10.11,0.0
RRAS,0.467121673
SCAF1,0.017243282
IRF3,0.199851735
BCL2L12,0.014270443
PRMT1,0.421230042
ADM5,0.0
CPT1C,0.0
TSKS,0.0
AP2A1,0.226497138
FUZ,0.034936048
AC006942.4,0.0
MED25,0.549674887
PTOV1-AS1,0.0
PTOV1,0.365152117
AC018766.4,0.0
PNKP,0.140205599
AKT1S1,0.092401313
TBC1D17,0.024511238
IL4I1,0.0
NUP62,0.086075755
ATF5,0.069686751
SIGLEC11,0.0
VRK3,0.425872351
ZNF473,0.0
CTD-2126E3.3,0.0
IZUMO2,0.0
MYH14,3.181897405
CTB-191K22.5,0.066482289
KCNC3,0.0
NR1H2,0.394776833
NAPSA,0.0
POLD1,0.072180221
SPIB,6.086361782
MYBPC2,0.0
FAM71E1,0.0
EMC10,0.989835821
CTD-2545M3.2,0.0
CTD-2545M3.8,0.0
JOSD2,0.473795766
ASPDH,0.0
LRRC4B,0.0
C19orf81,0.0
CLEC11A,0.0
CTD-2568A17.8,0.0
C19orf48,0.127876539
CTD-2568A17.5,0.0
KLK1,0.289466863
KLK4,0.0
KLK10,0.0
KLK11,0.0
KLK12,0.0
CTU1,0.058117633
SIGLEC9,0.0
SIGLEC7,0.0
CD33,0.0
VSIG10L,0.0
ETFB,2.715704934
CLDND2,0.066899383
NKG7,0.023089143
C19orf84,0.0
SIGLEC10,0.0
CTD-2616J11.2,0.0
SIGLEC8,0.0
CEACAM18,0.0
SIGLEC12,0.019139489
ZNF175,0.0
AC018755.1,0.0
SIGLEC5,0.0
SIGLEC14,0.0
HAS1,0.0
FPR1,0.0
FPR3,0.0
ZNF577,0.0
ZNF649,0.008469523
ZNF613,0.0
ZNF350,0.23242464
ZNF615,0.0
ZNF614,0.0
ZNF432,0.056833682
ZNF841,0.151535913
ZNF616,0.0
ZNF836,0.0
PPP2R1A,1.678115938
ZNF766,0.129825865
ZNF480,0.089561254
ZNF610,0.0
ZNF880,0.005987909
ZNF528,0.008469523
ZNF534,0.0
ZNF578,0.0
ZNF808,0.043541692
ZNF701,0.056833682
ZNF83,0.059326056
ZNF611,0.0
ZNF600,0.0
ZNF28,0.026966479
ZNF468,0.030780245
ZNF320,0.133603257
ZNF816,0.0
ZNF160,0.159326311
ZNF415,0.224335966
ZNF347,0.041097879
CTD-2620I22.7,0.0
ZNF665,0.0
CTD-2245F17.3,0.020856275
ZNF677,0.1158384
ZNF845,0.135076724
ZNF525,0.024898414
ZNF765,0.0
ZNF813,0.0
ZNF331,0.0
MIR519A2,0.0
NLRP12,0.0
AC008753.6,0.0
MYADM,0.14512269
AC008440.5,0.0
PRKCG,0.0
CACNG7,0.0
CACNG8,0.0
CACNG6,0.0
TARM1,0.0
OSCAR,0.019139489
NDUFA3,2.442867771
TFPT,0.127293131
PRPF31,0.166115871
AC012314.8,0.0
CNOT3,0.232747202
LENG1,0.189244642
TMC4,1.507342154
MBOAT7,0.339060566
TSEN34,0.633815919
CTD-3093M3.1,0.0
RPS9,17.61616087
LILRB3,0.0
LILRA6,0.0
CTB-83J4.1,0.0
CTD-2337J16.1,0.0
LILRB5,0.0
LILRB2,0.0
LILRA3,0.0
LILRA5,0.0
LILRA4,0.0
CTD-2587H19.1,0.0
LAIR1,0.0
TTYH1,0.0
CTD-2587H19.3,0.0
LENG8-AS1,0.029178338
LENG8,0.479380715
LENG9,0.095953888
CDC42EP5,3.808018622
LAIR2,0.005987909
KIR3DX1,0.0
LILRA2,0.0
LILRB1,0.019139489
LILRA1,0.0
LILRB4,0.0
KIR3DL2,0.0
FCAR,0.0
NCR1,0.0
NLRP7,0.0
CTC-550B14.8,0.0
NLRP2,0.0
CTC-550B14.7,0.0
GP6,0.0
RDH13,0.187775993
EPS8L1,0.255099031
PPP1R12C,0.459437109
TNNT1,0.0
TNNI3,0.0
DNAAF3,0.0
SYT5,0.0
PTPRH,0.369685973
CTD-2587H24.10,0.0
TMEM86B,0.0
PPP6R1,0.132649933
HSPBP1,0.288175902
BRSK1,0.0
CTD-2105E13.14,0.0
TMEM150B,0.0
SUV420H2,0.239897071
COX6B2,0.0
IL11,0.0
TMEM238,2.356513512
RPL28,23.71528964
CTD-2105E13.13,0.0
UBE2S,0.334416611
ISOC2,0.765510462
ZNF628,0.011442485
NAT14,0.0
SSC5D,0.0
ZNF579,0.019045588
FIZ1,0.068635301
ZNF524,0.427564843
ZNF865,0.0
ZNF784,0.038898205
ZNF580,0.038852207
ZNF581,0.015328396
CCDC106,0.0
U2AF2,0.304543747
CTD-2537I9.12,0.052529808
EPN1,1.512754964
AC010525.6,0.0
AC010525.7,0.0
NLRP11,0.0
ZNF787,0.123278016
ZNF444,0.040483208
ZSCAN5A,0.0
AC006116.20,0.0
AC006116.17,0.0
ZNF582,0.056833682
ZNF582-AS1,0.0
ZNF583,0.0
ZNF667,0.0
ZNF667-AS1,0.0
ZNF471,0.0
AC005498.3,0.0
ZFP28,0.006530553
AC007228.11,0.0
ZNF470,0.0
ZNF71,0.0
SMIM17,0.0
ZNF835,0.0
AC007228.9,0.0
PEG3,0.0
ZNF264,0.005565747
ZNF805,0.0
CTC-444N24.8,0.0
CTC-444N24.6,0.0
ZNF460,0.029921486
CTC-444N24.11,0.081575346
ZNF543,0.0
CTC-444N24.13,0.0
ZNF304,0.0
ZNF547,0.0
TRAPPC2P1,0.071421503
ZNF548,0.0
ZNF17,0.047366427
ZNF749,0.0
VN1R1,0.0
ZNF772,0.0
ZNF419,0.017607122
ZNF773,0.0
ZNF549,0.0
ZNF550,0.016726436
ZNF416,0.0
ZIK1,0.0
ZNF530,0.0
ZNF134,0.0
ZNF211,0.0
ZNF551,0.0
ZNF154,0.0
ZNF671,0.0
ZNF776,0.032526672
ZNF586,0.0
ZNF552,0.175104404
ZNF587B,0.0
ZNF814,0.225793065
ZNF587,0.289505957
ZNF417,0.09811617
ZNF418,0.0
ZNF256,0.0
C19orf18,0.0
ZNF606,0.030419869
CTD-2368P22.1,0.0
ZNF135,0.006530553
ZSCAN18,0.0
ZNF329,0.008469523
ZNF274,0.098695642
ZNF544,0.071605738
CTD-3138B18.5,0.017430395
AC010642.1,0.171012483
ZSCAN22,0.0
A1BG,0.024898414
A1BG-AS1,0.0
ZNF497,0.0
CTD-2619J13.3,0.0
ZNF837,0.024898414
RPS5,12.18819923
ZNF584,0.0
CTD-2619J13.14,0.0
CTD-2619J13.17,0.0
ZNF132,0.0
CTD-2619J13.19,0.0
ZNF324B,0.0
ZNF324,0.098008468
ZNF446,0.064121004
SLC27A5,0.0
ZBTB45,0.0
TRIM28,0.503658981
CHMP2A,3.307821713
UBE2M,0.550597275
AC016629.8,0.0
MZF1,0.138804413
ZFY,0.029921486
PCDH11Y,0.0
LINC00266-4P,0.0
TPTEP1,0.199298469
CECR7,0.0
AC006946.16,0.0
IL17RA,0.033521397
CECR6,0.0
CECR5,0.288946723
CECR5-AS1,0.0
CECR1,0.117102068
SLC25A18,0.0
AC004019.13,0.0
ATP6V1E1,1.304347402
BCL2L13,0.135322491
BID,0.50346364
LINC00528,0.0
MICAL3,0.167287156
XXbac-B476C20.17,0.0
XXbac-B476C20.9,0.091208863
PEX26,0.986670546
TUBA8,0.0
USP18,0.022171769
DGCR6,0.0
PRODH,0.0
DGCR2,0.266045129
DGCR14,0.005987909
AC004463.6,0.0
SLC25A1,1.023664831
CLTCL1,0.0
HIRA,0.091167059
C22orf39,0.083960773
MRPL40,0.563428646
AC000068.5,0.0
UFD1L,0.997089861
AC000068.9,0.0
AC000068.10,0.0
CDC45,0.0
CLDN5,0.0
Sep-05,0.0
TBX1,0.0
GNB1L,0.048122457
C22orf29,0.0
TXNRD2,0.119213489
COMT,0.288536411
ARVCF,0.0
TANGO2,0.020856275
AC006547.15,0.0
DGCR8,0.137151635
AC006547.8,0.0
TRMT2A,0.097067409
RANBP1,0.749972535
ZDHHC8,0.0
LINC00896,0.0
RTN4R,0.0
DGCR6L,0.325315568
XXbac-B33L19.3,0.0
AC023490.1,0.024898414
AC011718.2,0.0
FAM230A,0.0
ZNF74,0.0
SCARF2,0.0
KLHL22,0.0
MED15,0.682047867
PI4KA,0.103593391
AC007308.6,0.0
SNAP29,0.164396466
CRKL,0.058641861
XXbac-B135H6.15,0.020019218
AIFM3,0.092539425
LZTR1,0.009340487
XXbac-B135H6.18,0.016726436
THAP7,0.127200526
THAP7-AS1,0.0
P2RX6,0.0
SLC7A4,0.0
AC002472.13,0.0
FAM230C,0.0
HIC2,0.198776501
TMEM191C,0.035909395
RIMBP3C,0.0
UBE2L3,1.587684287
YDJC,0.102507473
SDF2L1,1.161735573
PPIL2,0.388038869
YPEL1,0.0
MAPK1,0.646596397
PPM1F,0.0
LL22NC03-86G7.1,0.0
TOP3B,0.009563594
LL22NC03-2H8.5,0.164430413
ZNF280B,0.0
PRAME,0.0
IGLL5,12.32212127
RTDR1,0.0
GNAZ,0.0
RAB36,0.0
BCR,0.059708465
AP000344.3,0.0
IGLL1,0.0
C22orf43,0.0
RGL4,0.0
LL22NC03-N27C7.1,0.0
ZNF70,0.0
VPREB3,0.0
C22orf15,0.0
CHCHD10,5.039549736
MMP11,0.0
SMARCB1,0.263600397
DERL3,0.059390556
KB-1125A3.11,0.010401411
SLC2A11,0.0
MIF,0.987315122
AP000350.4,0.029370301
AP000350.5,0.0
DDTL,0.0
KB-226F1.2,0.0
DDT,2.69638117
KB-226F1.1,0.005987909
GSTT1,0.207977678
CABIN1,0.046122358
SUSD2,0.0
GGT5,0.0
SPECC1L,0.25534364
ADORA2A,0.0
ADORA2A-AS1,0.0
UPB1,0.0
GUCD1,0.769260569
SNRPD3,1.037845673
GGT1,0.0
FAM211B,0.0
SGSM1,0.0
TMEM211,0.0
KIAA1671,0.408785572
CTA-221G9.11,0.0
CRYBB3,0.0
CTA-221G9.7,0.0
CRYBB2,0.016726436
LRP5L,0.019139489
ADRBK2,0.0
ASPHD2,0.0
HPS4,0.126489287
SRRD,0.0
TFIP11,0.103686222
CTA-445C9.14,0.0
CTA-445C9.15,0.046711238
TPST2,0.071678389
CRYBB1,0.0
CRYBA4,0.0
MIAT,0.043724898
CTA-373H7.7,0.0
CTA-211A9.5,0.0
MN1,0.0
PITPNB,0.043147123
TTC28,0.0
CHEK2,0.0
HSCB,0.07104233
CCDC117,0.017243282
XBP1,0.938423611
CTA-292E10.6,0.065303205
ZNRF3,0.020241604
ZNRF3-AS1,0.0
C22orf31,0.0
KREMEN1,0.126860049
EMID1,0.0
RHBDD3,0.062254656
EWSR1,1.09044477
GAS2L1,0.074330122
RASL10A,0.0
AP1B1,0.234164746
RFPL1S,0.0
NEFH,0.0
THOC5,0.0
NIPSNAP1,0.226750925
NF2,0.073406968
CABP7,0.0
ZMAT5,0.069750548
UQCR10,6.133553975
ASCC2,0.277012676
MTMR3,0.110886624
CTA-85E5.10,0.0
LIF,0.0
RP1-102K2.8,0.0
OSM,0.0
GATSL3,0.005565747
TBC1D10A,0.222843255
SF3A1,0.269064629
CCDC157,0.0
RP1-130H16.16,0.0
RNF215,0.0
SEC14L2,0.0
KIAA1658,0.0
MTFP1,0.09811617
RP4-539M6.22,0.0
SEC14L4,0.0
GAL3ST1,0.255718406
PES1,0.091843339
TCN2,0.085899058
SLC35E4,0.057392083
DUSP18,0.149898021
OSBP2,0.0
MORC2-AS1,0.056376429
MORC2,0.121410765
TUG1,0.848471122
SMTN,0.020241604
SELM,0.018680974
INPP5J,0.383520799
PLA2G3,0.0
RNF185,0.131998687
LIMK2,0.14825912
PIK3IP1,0.005565747
RP3-400N23.6,0.0
PATZ1,0.0
AC005003.1,0.0
DRG1,0.083278783
EIF4ENIF1,0.018367767
SFI1,0.165343915
PISD,0.078069494
PRR14L,0.793760313
DEPDC5,0.017243282
C22orf24,0.0
YWHAH,1.11812698
SLC5A1,0.088628942
RP1-90G24.6,0.0
RFPL3S,0.0
RTCB,1.518284814
FBXO7,0.355886536
TIMP3,0.0
LARGE,0.192859026
SC22CB-1D7.1,0.0
LL22NC03-32F9.1,0.0
RP1-272J12.1,0.0
ISX,0.62283867
HMGXB4,0.229277337
TOM1,0.060364856
HMOX1,0.141232727
MCM5,0.005565747
RP4-569D19.8,0.0
RASD2,0.0
MB,0.006530553
APOL6,1.006760472
RBFOX2,0.269019831
APOL3,0.0
APOL4,0.0
APOL2,0.384723526
APOL1,0.082814277
MYH9,3.106211431
TXN2,0.640534522
FOXRED2,0.0
EIF3D,0.821464874
IFT27,0.232673067
PVALB,0.0
NCF4,0.09766655
CSF2RB,0.0
TST,7.229707492
MPST,3.175334851
KCTD17,0.239880631
TMPRSS6,0.0
IL2RB,0.0
RP1-151B14.6,0.0
C1QTNF6,0.0
RAC2,0.1614
CYTH4,0.0
ELFN2,0.0
MFNG,0.0
CARD10,0.073208506
CDC42EP1,0.169340345
LGALS2,0.189745078
GGA1,0.720226753
SH3BP1,0.384864906
PDXP,0.0
LGALS1,0.698236368
NOL12,0.244054847
TRIOBP,0.3275661
H1F0,1.025235805
GCAT,0.059326056
GALR3,0.0
ANKRD54,0.072629911
EIF3L,0.954839638
MICALL1,0.094241735
C22orf23,0.0
RP5-1039K5.17,0.0
POLR2F,0.858228233
SOX10,0.0
PICK1,0.233079662
BAIAP2L2,0.601103727
CTA-228A9.3,0.0
PLA2G6,0.034462009
MAFF,0.41296674
TMEM184B,0.019056661
CSNK1E,0.133575796
KDELR3,0.044600627
DDX17,2.297820245
DMC1,0.0
FAM227A,0.0
CBY1,0.11776122
RP3-508I15.10,0.0
RP3-508I15.9,0.0
TOMM22,0.648344701
JOSD1,0.43854947
GTPBP1,0.382387852
RP3-508I15.18,0.0
SUN2,0.205944558
RP3-508I15.14,0.051225309
RP3-508I15.21,0.073425752
RP3-508I15.22,0.0
DNAL4,0.170372846
NPTXR,0.0
CBX6,0.020019218
APOBEC3A,0.0
APOBEC3B,0.164542042
APOBEC3C,0.045185078
APOBEC3D,0.0
APOBEC3F,0.008282534
APOBEC3G,0.0
APOBEC3H,0.0
CBX7,0.133744003
PDGFB,0.0
RP3-333H23.8,0.0
RPL3,20.11084166
SYNGR1,0.0
TAB1,0.008469523
MGAT3,0.0
MIEF1,0.302299692
ATF4,1.524410051
RPS19BP1,1.164582162
CACNA1I,0.0
GRAP2,0.0
FAM83F,0.172184459
TNRC6B,0.811713253
ADSL,0.246093411
SGSM3,0.608987744
RP5-1042K10.10,0.130118218
MKL1,0.120882733
RP5-1042K10.13,0.0
SLC25A17,0.25713569
ST13,1.669299752
XPNPEP3,0.055114638
DNAJB7,0.0
RBX1,1.599406531
EP300,0.548446871
RP1-85F18.5,0.0
L3MBTL2,0.006530553
RP4-756G23.5,0.0
CHADL,0.0
RANGAP1,0.010401411
ZC3H7B,0.185662599
TEF,0.127843017
CTA-223H9.9,0.0
TOB2,0.941950559
PHF5A,0.323835128
ACO2,1.184873932
POLR3H,0.169641337
PMM1,0.699441038
DESI1,0.245736303
XRCC6,0.768509953
NHP2L1,1.228818164
C22orf46,0.112828591
MEI1,0.0
CCDC134,0.005987909
RP5-821D11.7,0.135076724
SREBF2,0.328319859
CTA-250D10.23,0.0
TNFRSF13C,0.0
CENPM,0.0
Sep-03,0.0
WBP2NL,0.019139489
NAGA,0.203914153
FAM109B,0.057463785
SMDT1,1.846238517
NDUFA6,1.993266922
CYP2D6,0.013068752
TCF20,0.171643226
Z83851.4,0.026860925
CTA-989H11.1,0.0
Z83851.1,0.0
NFAM1,0.0
RRP7A,0.173024887
SERHL2,0.0
POLDIP3,0.111872759
RNU12,0.009563594
CYB5R3,0.403686204
ATP5L2,0.0
A4GALT,0.0
ARFGAP3,0.469081067
PACSIN2,0.778333155
AL022476.2,0.0
TTLL1,0.048850785
BIK,0.916668395
MCAT,0.208471114
TSPO,6.840849839
TTLL12,0.204556421
SCUBE1,0.0
EFCAB6,0.0
RP3-388M5.9,0.0
PNPLA3,0.0
SAMM50,0.152481798
PARVB,0.0
PARVG,0.0
KIAA1644,0.0
LDOC1L,0.0
PRR5,0.030574717
PRR5-ARHGAP8,0.0
ARHGAP8,0.0
CTA-217C2.1,0.064856626
NUP50,0.524416184
KIAA0930,0.070033927
CTA-268H5.14,0.0
UPK3A,0.016697241
FAM118A,0.27250197
SMC1B,0.0
RIBC2,0.0
FBLN1,0.0
CTA-941F9.9,0.0
ATXN10,0.218817665
WNT7B,0.0
CITF22-92A6.1,0.0
C22orf26,0.0
RP6-109B7.5,0.0
RP6-109B7.3,0.203448624
FLJ27365,0.047528608
RP6-109B7.4,0.0
PPARA,1.062250744
CDPF1,0.0
PKDREJ,0.0
TTC38,0.574419721
GTSE1,0.0
TRMU,0.300672388
CELSR1,0.0
GRAMD4,0.294104271
CERK,0.425876233
CTA-29F11.1,0.014457432
TBC1D22A,0.473408672
LL22NC03-75H12.2,0.0
FAM19A5,0.0
C22orf34,0.0
RP1-29C18.10,0.0
BRD1,0.213803278
RP3-522J7.6,0.0
ZBED4,0.070584649
ALG12,0.066557124
CITF22-1A6.3,0.0
CRELD2,0.367956358
PIM3,0.558950616
MOV10L1,0.0
PANX2,0.0
TRABD,0.482853214
RP3-402G11.25,0.0
RP3-402G11.26,0.0
SELO,0.065292402
RP3-402G11.27,0.0
RP3-402G11.28,0.0
TUBGCP6,0.026076645
HDAC10,0.083416391
MAPK12,0.0
MAPK11,0.0
PLXNB2,0.584425746
DENND6B,0.038156193
PPP6R2,0.324775796
SBF1,0.150388838
ADM2,0.0
MIOX,0.0
LMF2,0.289775233
NCAPH2,0.094467894
SCO2,1.19557698
CTA-384D8.36,0.0
TYMP,0.828333611
ODF3B,0.073425752
CTA-384D8.35,0.0
CTA-384D8.34,0.0
KLHDC7B,0.0
SYCE3,0.0
CPT1B,0.0
CHKB,0.010401411
CHKB-AS1,0.199298469
MAPK8IP2,0.0
ARSA,0.37724618
SHANK3,0.0
ACR,0.0
RABL2B,0.032962445
AP001347.6,0.0
RBM11,0.0
HSPA13,0.0
SAMSN1,0.0
AF165138.7,0.0
AF127936.3,0.0
AF127936.5,0.0
AF127936.7,0.0
NRIP1,0.701091401
AF127577.10,0.0
USP25,0.227872939
LINC00478,0.0
CXADR,1.36263012
BTG3,0.116718627
C21orf91,0.020241604
AL109761.5,0.0
CHODL,0.0
TMPRSS15,0.0
NCAM2,0.0
AP000476.1,0.0
MIR155HG,0.0
LINC00515,0.0
MRPL39,0.165369108
JAM2,0.0
ATP5J,5.643248453
GABPA,0.0730231
APP,1.458107662
AP001439.2,0.0
AP000230.1,0.0
CYYR1,0.0
ADAMTS1,0.0
ADAMTS5,0.103339947
AP001604.3,0.0
AL035610.2,0.0
AF131217.1,0.0
N6AMT1,0.040996195
LTN1,0.149053653
RWDD2B,0.009340487
RP1-100J12.1,0.0
USP16,1.057994228
CCT8,1.059412573
MAP3K7CL,0.0
BACH1,0.600141498
BACH1-IT2,0.0
RP11-313P22.1,0.0
TIAM1,0.175598555
AP000253.1,0.0
SOD1,4.068260113
AP000254.8,0.0
SCAF4,0.029921486
HUNK,0.029921486
AP000265.1,0.0
MIS18A,0.104204974
AP000266.7,0.0
URB1,0.011442485
C21orf119,0.040042398
EVA1C,0.0
C21orf59,0.189293252
SYNJ1,0.024898414
PAXBP1-AS1,0.0
PAXBP1,0.268925565
C21orf49,0.0
C21orf62,0.0
IFNAR2,0.005565747
IL10RB-AS1,0.022905519
IL10RB,1.214350146
IFNAR1,1.059029062
IFNGR2,0.727419522
TMEM50B,0.661556224
DNAJC28,0.0
GART,0.140247584
SON,2.855111758
DONSON,0.029623661
CRYZL1,0.036225511
ITSN1,0.235495848
ATP5O,3.521596512
LINC00649,0.06170501
AP000569.9,0.0
MRPS6,1.330004884
SLC5A3,0.0
SMIM11,0.011975818
CMP21-97G8.2,0.0
KCNE1,0.0
RCAN1,0.547074301
CLIC6,0.0
AP000330.8,0.0
RUNX1,0.066091933
FKSG68,0.0
AP000688.8,0.0
SETD4,0.051225309
CBR1,0.798301588
AP000688.29,0.0
CBR3,0.0
DOPEY2,0.359842434
AP000692.10,0.022171769
MORC3,0.139160596
CHAF1B,0.005565747
CLDN14,0.0
SIM2,0.0
HLCS,0.115716661
AP000704.5,0.0
PIGP,0.210160164
TTC3,0.835312893
DSCR9,0.0
AP001432.14,0.0
DSCR3,0.062446851
AP001412.1,0.005565747
AP001437.1,0.0
DYRK1A,0.476891857
KCNJ6,0.0
KCNJ15,0.0
ERG,0.0
LINC00114,0.0
ETS2,0.54681595
AF064858.6,0.0
AF064858.7,0.0
AF064858.8,0.0
PSMG1,0.250280718
BRWD1,0.550408697
HMGN1,2.644321459
WRB,0.056604483
LCA5L,0.0
SH3BGR,0.029370301
B3GALT5,0.652219271
IGSF5,0.0
LINC00323,0.0
BACE2,0.526605475
PLAC4,0.0
FAM3B,0.04162485
MX2,0.0
MX1,0.121745723
AP001610.5,0.0
TMPRSS2,2.615505053
AP001610.9,0.0
AP006748.1,0.025889656
LINC00479,0.0
RIPK4,0.124180409
PRDM15,0.0
C2CD2,0.057977737
ZBTB21,0.179757626
ZNF295-AS1,0.0
UMODL1,0.0
ABCG1,0.006530553
TFF3,13.98739086
TFF2,0.0
TFF1,4.112613893
TMPRSS3,0.0
UBASH3A,0.0
RSPH1,0.172753799
SLC37A1,0.76360327
AP001626.2,0.0
PDE9A,0.913514654
WDR4,0.022130815
NDUFV3,0.527001663
PKNOX1,0.304724622
CBS,0.0
U2AF1,2.03242751
AP001631.9,0.0
CRYAA,0.0
AP001046.5,0.0
SIK1,0.252878707
LINC00319,0.0
LINC00313,0.0
HSF2BP,0.0
RRP1B,0.151063162
PDXK,1.191675673
CSTB,6.035908115
RRP1,0.040204886
AP001053.11,0.064493073
AGPAT3,0.688262789
TRAPPC10,0.907706263
PWP2,0.310366479
C21orf33,0.664076888
AP001055.6,0.0
AP001056.1,0.0
AP001057.1,0.0
AP001058.3,0.0
ICOSLG,0.0
AP001059.5,0.0
AIRE,0.0
PFKL,1.993588118
C21orf2,0.178505069
AP001062.7,0.042235437
TRPM2,0.0
LRRC3,0.0
LRRC3DN,0.0
TSPEAR,0.0
C21orf90,0.0
UBE2G2,0.1456802
AL773604.8,0.0
SUMO3,0.904243618
PTTG1IP,2.998431117
ITGB2,0.0
ITGB2-AS1,0.0
C21orf67,0.026990845
FAM207A,0.21557622
ADARB1,0.0
POFUT2,0.0
LINC00205,0.009340487
COL18A1,0.020019218
SLC19A1,0.214055216
AL133493.2,0.0
PCBP3,0.0
COL6A1,0.0
COL6A2,0.030196762
FTCD,0.0
SPATC1L,0.162444693
LSS,0.005987909
MCM3AP-AS1,0.0
MCM3AP,0.163290299
AP001469.7,0.0
AP001469.9,0.0
YBEY,0.201381154
C21orf58,0.009340487
PCNT,0.073445592
DIP2A,0.215080397
S100B,0.0
PRMT2,0.267009575
MT-ND1,12.8825109
MT-ND2,15.60383915
MT-CO1,45.99789431
MT-CO2,47.98150876
MT-ATP8,0.74242366
MT-ATP6,23.91998529
