Gene,expression
GSTA1,0.046014349
GSTA4,0.014270443
ICK,0.028301752
FBXO9,0.434247694
GCLC,0.152864364
LRRC1,0.723848386
TINAG,0.009340487
FAM83B,0.105235049
DST,4.370783667
ZNF451,0.49405924
RAB23,0.093689102
XXbac-BPGBPG55C20.2,0.156182457
MTRNR2L9,0.037736988
PTP4A1,2.124700011
PHF3,0.73555874
LMBRD1,0.519452667
RP11-462G2.1,0.305100405
FAM135A,0.84679788
C6orf57,0.182215743
SMAP1,1.479152968
B3GAT2,0.065208451
OGFRL1,0.195443494
MTO1,0.016726436
EEF1A1,34.85890462
SLC17A5,0.268649498
COX7A2,10.02666433
TMEM30A,0.640253651
SENP6,0.502367469
MYO6,0.850368263
PHIP,0.636438154
HMGN3,0.595035338
HMGN3-AS1,0.032002048
SH3BGRL2,0.975130668
TTK,0.005565747
BCKDHB,0.225737479
RP11-250B2.6,0.017607122
FAM46A,0.908117707
IBTK,0.428808211
TPBG,0.107995844
UBE3D,0.156707081
DOPEY1,0.164598459
PGM3,0.315290474
RWDD2A,0.020241604
ME1,0.125589889
CYB5R4,0.201726455
MRAP2,0.037447145
KIAA1009,0.008469523
RP11-30P6.6,0.3557344
NT5E,0.215039854
SNX14,0.181158597
SYNCRIP,0.439190546
RP1-3J17.3,0.029921486
ZNF292,1.511857748
SMIM8,0.015967158
SLC35A1,0.249302143
RARS2,0.302089415
ORC3,0.301798957
AKIRIN2,0.303638886
RNGTT,0.026974536
PNRC1,1.158488317
PM20D2,0.085481091
UBE2J1,0.892390425
LYRM2,0.883003048
MDN1,0.111891751
MAP3K7,0.337169261
MANEA,0.039381092
UFL1,0.322838729
NDUFAF4,0.202812998
MMS22L,0.008469523
FBXL4,0.077075286
COQ3,0.05478033
PNISR,1.098519116
RP11-98I9.4,0.005987909
USP45,0.039610876
TSTD3,0.032002048
CCNC,0.244347599
ASCC3,0.18386803
RP3-467N11.1,0.008282534
HACE1,0.080510112
PREP,0.457136079
PRDM1,0.189380494
ATG5,0.950089146
AIM1,1.261680498
RTN4IP1,0.021843897
QRSL1,0.093733898
C6orf203,0.110142614
BEND3,0.05583595
PDSS2,0.182064304
SEC63,0.271908714
OSTM1,0.616952818
SNX3,1.721308226
LACE1,0.045495424
FOXO3,0.348706786
SESN1,0.281209636
CEP57L1,0.03907588
CD164,3.433015507
SMPD2,0.246738087
MICAL1,0.325907652
ZBTB24,0.038501265
FIG4,0.075094199
CDC40,0.137833843
CDK19,0.590156177
AMD1,0.864185335
GTF3C6,1.419407456
RPF2,0.285903371
SLC16A10,0.033390319
KIAA1919,0.020856275
RP5-1112D6.4,0.025525816
REV3L,0.017243282
TRAF3IP2,0.083480883
MARCKS,2.235854286
RP1-249H1.4,0.020856275
HDAC2,0.521657853
FRK,0.421026853
NT5DC1,0.238777214
TSPYL1,1.048629197
FAM26F,0.093176838
RWDD1,0.941469303
ZUFSP,0.097050027
KPNA5,0.008469523
GOPC,0.317830551
DCBLD1,0.154774656
NUS1,0.199839003
ASF1A,0.336324346
MAN1A1,0.532067954
TBC1D32,0.029921486
HSF2,0.057207691
SERINC1,0.566147954
PKIB,2.966437617
SMPDL3A,0.526787773
RNF217,0.177339954
HDDC2,0.350542184
NCOA7,1.357682486
HINT3,0.110850901
TRMT11,0.406334228
CENPW,0.15759482
RNF146,0.05011398
ECHDC1,0.807925434
PTPRK,0.234596468
ARHGAP18,0.282521338
L3MBTL3,0.060671616
EPB41L2,0.310093189
AKAP7,0.21339888
MED23,0.182000765
ENPP3,0.020241604
ENPP1,0.179339236
CTGF,0.111607143
STX7,0.768333135
SLC18B1,0.009340487
RPS12,30.58099467
TBPL1,0.109054696
SGK1,0.821574352
ALDH8A1,0.022905519
HBS1L,0.127892225
MYB,0.048391369
AHI1,0.593402943
LINC00271,0.019139489
MTFR2,0.029370301
BCLAF1,0.542785794
MAP7,0.643360431
RP3-325F22.5,0.073361326
MAP3K5,0.094741028
PEX7,0.095149066
IL20RA,0.221838492
IFNGR1,0.447523158
TNFAIP3,0.071746226
PERP,1.955722322
HEBP2,2.569944426
NHSL1,0.663433392
CCDC28A,0.243175799
REPS1,0.064084809
ABRACL,2.016445848
HECA,0.125919558
CITED2,0.625196135
VTA1,0.434961444
GPR126,0.201356225
HIVEP2,0.04114549
AIG1,0.155325012
ADAT2,0.037721045
PEX3,0.008469523
FUCA2,0.276143777
PHACTR2,0.280810984
LTV1,0.085293487
PLAGL1,0.03426883
SF3B5,2.064219588
STX11,0.038369452
UTRN,0.22594826
FBXO30,0.038139989
SHPRH,0.221939097
RAB32,0.754610671
STXBP5,0.395803907
SAMD5,0.040483208
SASH1,0.052435907
TAB2,0.26782655
ZC3H12D,0.024137674
PPIL4,0.23838604
GINM1,0.424749913
KATNA1,0.113539773
LATS1,0.236936815
PCMT1,1.074031777
LRP11,0.039057224
PPP1R14C,0.493715094
IYD,0.091267647
PLEKHG1,0.053409538
RMND1,0.093960979
C6orf211,0.167594375
CCDC170,0.150060024
MTRF1L,0.209422465
CNKSR3,0.487820067
SCAF8,0.290734164
TIAM2,0.1074437
RP11-477D19.2,0.019045588
TFB1M,0.132791226
ARID1B,0.142976048
TMEM242,0.169704369
ZDHHC14,0.082402488
SNX9,0.674199871
GTF2H5,0.623197562
RP11-732M18.3,0.221138749
TULP4,0.462926517
TMEM181,0.30927999
DYNLT1,2.529271476
EZR,4.319511774
RSPH3,0.02557614
TAGAP,0.037736988
SOD2,1.927674829
WTAP,1.057979063
ACAT2,0.521113016
TCP1,1.349218095
MRPL18,0.924495885
IGF2R,0.426957255
MAP3K4,0.271910029
AGPAT4,0.019139489
SFT2D1,0.716749511
MPC1,1.499610937
RNASET2,1.373756266
FGFR1OP,0.541468582
MLLT4,1.01400463
FRMD1,2.028853663
SMOC2,0.029178338
WDR27,0.057977737
C6orf120,0.1245626
PHF10,0.110704895
ERMARD,0.061626721
LINC00574,0.013068752
DLL1,0.020241604
FAM120B,0.073023491
PSMB1,3.627733966
TBP,0.018367767
PDCD2,0.351165644
PDGFA,0.546240083
PRKAR1B,0.03391738
HEATR2,0.037736988
SUN1,0.815701466
GET4,0.038139989
ADAP1,0.698451605
COX19,0.366876726
C7orf50,0.592699005
GPER1,0.136840044
ZFAND2A,1.031633022
AC091729.9,0.006530553
MICALL2,0.663870027
INTS1,0.465572
MAFK,0.231458188
TMEM184A,0.15516731
PSMG3,0.150548268
PSMG3-AS1,0.014270443
MAD1L1,0.119979538
FTSJ2,0.19460875
NUDT1,0.026993989
SNX8,0.128269492
EIF3B,0.442842164
CHST12,0.026565223
LFNG,0.068136335
BRAT1,0.142718323
IQCE,0.211212361
GNA12,0.174663121
FOXK1,0.192887147
AP5Z1,0.164430413
RBAK-RBAKDN,0.180023555
RBAK,0.099839124
WIPI2,0.550336452
TNRC18,0.157517351
ACTB,34.86849254
RNF216,0.265092824
CCZ1,0.212492118
PMS2,0.170418322
AIMP2,0.198539067
EIF2AK1,0.374505777
USP42,0.005987909
RAC1,8.215298365
DAGLB,0.005565747
KDELR2,1.922165417
ZDHHC4,0.123661882
C7orf26,0.08843013
RP11-611L7.1,0.261951699
ZNF12,0.213056361
CCZ1B,0.079070313
C1GALT1,0.266159262
RP5-1159O4.2,0.009340487
RPA3,0.759477309
RPA3-AS1,0.055754163
GLCCI1,0.009563594
ICA1,0.418823866
NDUFA4,4.7265902
PHF14,0.277309338
TMEM106B,0.69948664
SCIN,2.674692957
ARL4A,1.151220644
SOSTDC1,0.009340487
ANKMY2,0.124142006
BZW2,0.409249827
TSPAN13,0.737162337
AGR2,9.949419002
AGR3,3.642240083
AC003075.4,0.012518462
AHR,0.280226661
SNX13,0.793557856
TWISTNB,0.232393161
MACC1,0.020856275
CTA-293F17.1,0.030643015
SP4,0.038274721
CDCA7L,0.053635828
RAPGEF5,0.413794741
TOMM7,4.265973717
KLHL7,0.036038687
NUPL2,0.235215652
MALSU1,0.184683315
TRA2A,0.548710794
CCDC126,0.048223926
FAM221A,0.21792406
MPP6,0.057279478
OSBPL3,0.056833682
CYCS,7.032314941
NFE2L3,0.076621443
HNRNPA2B1,4.942710876
CBX3,0.612354815
SNX10,0.094967846
SKAP2,0.426921859
HOTAIRM1,0.346883165
HOXA3,0.28196058
HOXA4,0.037736988
HOXA5,0.301026845
HOXA6,0.020856275
HOXA7,0.096118268
HOXA9,0.084180526
HOXA10-AS,0.026565223
HOXA10,0.447801276
HOXA11,0.053177912
HOXA13,0.232718726
HOTTIP,0.119841704
HIBADH,0.243269828
TAX1BP1,3.139710789
CTB-113D17.1,0.093689102
CPVL,0.005565747
CHN2,0.076980646
PRR15,0.790828582
WIPF3,0.038139989
SCRN1,0.568460437
FKBP14,0.251052663
PLEKHA8,0.402338714
MTURN,0.041625042
ZNRF2,0.687225825
NOD1,0.040996195
GGCT,0.428925463
GARS,0.18119578
PDE1C,0.005565747
LSM5,1.119805082
AVL9,0.435528484
KBTBD2,0.03047294
FKBP9,0.352606664
NT5C3A,2.301995376
RP9,0.201618452
BBS9,0.023089143
HERPUD2,0.163028439
RP11-379H18.1,0.030871115
Sep-07,1.787656205
EEPD1,0.090948319
KIAA0895,0.03830361
AOAH,0.148272721
EPDR1,0.005987909
STARD3NL,0.049693645
VPS41,0.344424797
YAE1D1,0.215699169
RALA,2.061085002
LINC00265,0.062999612
RP11-467D6.1,0.008469523
CDK13,0.276361937
MPLKIP,0.840927768
PSMA2-ENSG00000106588,0.9518621
MRPL32,0.212699694
STK17A,0.896545381
COA1,0.143999361
BLVRA,0.005565747
MRPS24,0.005987909
URGCP,0.1074437
UBE2D4,0.027737516
AC004951.6,0.080230255
DBNL,0.393486325
POLM,0.032652737
POLD2,0.097196718
YKT6,0.292391492
NUDCD3,0.016726436
DDX56,0.138711496
TMED4,1.144580277
OGDH,0.119880242
ZMIZ2,0.005987909
PPIA,5.53638516
H2AFV,1.480478496
PURB,0.223411113
SNHG15,0.056523877
CCM2,0.527151124
TBRG4,0.223495818
TNS3,0.210132456
HUS1,0.766234265
UPP1,0.575325703
VWC2,0.096760999
DDC,0.09479849
GRB10,0.095697443
COBL,0.268545793
SEC61G,3.14199898
EGFR,0.140586293
LANCL2,0.179097528
VOPP1,0.187616413
GBAS,0.390560108
MRPS17-ENSG00000239789,0.029370301
PSPH,0.005987909
CCT6A,0.677094639
SUMF2,0.325207696
CHCHD2,6.549756176
ZNF736,0.080510112
ZNF680,0.051320437
ZNF107,0.029921486
ZNF138,0.187773788
ZNF273,0.041625042
ZNF117,0.008469523
ERV3-1,0.238769667
ZNF92,0.095895595
VKORC1L1,0.143675931
GUSB,0.496318082
ASL,1.587307282
CRCP,0.343284323
LINC00174,0.020019218
GS1-124K5.3,0.099266355
GS1-124K5.4,0.020241604
RP11-792A8.4,0.077968947
TMEM248,0.846038517
SBDS,1.729496547
TYW1,0.046673543
RP11-166O4.6,0.009340487
POM121,0.108859315
RP11-313P13.5,0.243475454
TRIM74,0.224335966
NSUN5,0.153874121
BAZ1B,0.311356614
BCL7B,0.502306061
TBL2,0.044576657
MLXIPL,0.032002048
DNAJC30,0.138292559
WBSCR22,0.446913512
LINC00035,1.070421928
ABHD11,0.672977345
CLDN3,8.443900654
CLDN4,6.250470024
WBSCR27,0.022171769
WBSCR28,0.066482289
EIF4H,0.875284151
RFC2,0.053845945
CLIP2,0.330492842
GTF2IRD1,0.024511238
GTF2I,1.000158142
GTF2IRD2,0.026974536
WBSCR16,0.153488634
GTF2IRD2B,0.038139989
TRIM73,0.104166966
POM121C,0.180504411
HIP1,0.115958492
RHBDD2,0.129820024
POR,0.266941944
STYXL1,0.164253481
MDH2,1.86425433
HSPB1,7.824540519
YWHAG,0.492712343
DTX2,0.872054278
CCDC146,0.032526672
FGL2,0.140289595
GSAP,0.009340487
PTPN12,0.233041196
RSBN1L-AS1,0.208922882
RSBN1L,0.574975762
TMEM60,0.432675334
PHTF2,0.126626221
MAGI2,0.132027276
GNAI1,0.043587361
CD36,0.019139489
SEMA3C,0.006530553
PCLO,0.105490685
KIAA1324L,0.051225309
AC005076.5,0.011442485
DMTF1,0.170960966
TMEM243,0.070058949
TP53TG1,0.687926452
CROT,0.106147991
ABCB1,1.596129434
RUNDC3B,0.109797082
SLC25A40,0.058980397
DBF4,0.242534953
ADAM22,0.017607122
SRI,24.21571036
STEAP1,0.182787647
STEAP2,0.361308296
GTPBP10,0.128341514
CLDN12,0.200754404
FZD1,0.11525175
MTERF,0.079363974
AKAP9,3.724692175
CYP51A1,0.059326056
KRIT1,0.143367067
ANKIB1,0.033952575
GATAD1,0.333134396
PEX1,0.093766674
RBM48,0.074027126
FAM133B,0.190313457
CDK6,0.200057387
SAMD9,3.505889322
SAMD9L,1.539752865
HEPACAM2,3.053022782
CCDC132,0.467978061
BET1,0.270763897
CASD1,0.076065355
PPP1R9A,0.285880571
PON3,0.023089143
PON2,1.438958024
PDK4,0.278971039
AC002451.3,0.029178338
SLC25A13,0.409134087
SHFM1,2.690416466
ACN9,0.17068614
ASNS,0.106682447
LMTK2,0.74268656
TECPR1,0.029436072
BRI3,5.097264104
BAIAP2L1,0.13796555
NPTX2,0.039261973
TRRAP,0.219266367
ARPC1A,1.410952935
ARPC1B,2.549479426
PDAP1,0.643870997
BUD31,0.814363727
PTCD1,0.169900374
CPSF4,0.016752057
ATP5J2,4.487712792
ZNF789,0.194122826
ZNF394,0.344237309
ZKSCAN5,0.044687545
ZNF655,0.314617782
ZSCAN25,0.008469523
CYP3A5,0.775684065
TRIM4,0.188335075
AZGP1,0.056582965
ZKSCAN1,1.01282246
ZSCAN21,0.042955949
ZNF3,0.198465242
COPS6,0.600013791
MCM7,0.050675454
AP4M1,0.168315997
TAF6,0.040027756
CNPY4,0.151078915
LAMTOR4,5.03154184
C7orf43,0.158283315
STAG3,0.019139489
GATS,0.175291624
PILRB,0.237331084
MEPCE,0.03843333
PPP1R35,0.127117163
TSC22D4,0.499755086
AGFG2,0.072435553
LRCH4,0.162965984
MOSPD3,0.095085958
GNB2,1.581537599
GIGYF1,0.192390338
POP7,0.613546342
EPHB4,0.126569162
SLC12A9,0.224452136
TRIP6,0.176765381
SRRT,0.023418304
UFSP1,0.019139489
ACHE,0.091200934
MUC3A,0.009563594
MUC12,2.80257686
TRIM56,0.318829717
AP1S1,1.209540206
MOGAT3,0.606673923
PLOD3,0.446714093
ZNHIT1,2.792311571
CLDN15,0.24543643
FIS1,1.775435081
RABL5,0.006530553
CUX1,0.275457407
PRKRIP1,0.081843562
ORAI2,0.206679894
ALKBH4,0.055114638
POLR2J,1.685128376
POLR2J3,0.156065145
FAM185A,0.033616609
ARMC10,0.26546833
NAPEPLD,0.750865342
PMPCB,0.38046018
DNAJC2,0.220075487
PSMC2,0.513045573
ORC5,0.0120963
RP11-325F22.5,0.032429629
RP11-325F22.2,0.033390319
KMT2E-AS1,0.177397433
KMT2E,2.480520325
SRPK2,0.612899665
RINT1,0.032002048
ATXN7L1,0.03047294
CDHR3,0.016565068
SYPL1,0.476295643
NAMPT,0.216923847
CCDC71L,0.082711133
PRKAR2B,0.113126987
HBP1,0.475348627
COG5,0.19893641
BCAP29,0.191466264
AC002467.7,0.186898377
CBLL1,0.064176803
SLC26A3,5.697326666
DLD,0.321296981
LAMB1,0.382181024
PNPLA8,0.022809029
THAP5,0.200132632
DNAJB9,0.129378249
DOCK4,0.335390815
ZNF277,0.2964079
IFRD1,0.472591694
TMEM168,0.471643901
C7orf60,0.128281909
LINC00998,0.317710927
FOXP2,0.056039263
TES,1.081832865
CAV1,0.503018109
MET,0.032526672
CAPZA2,1.395518807
CFTR,0.690482001
NAA38,0.552795688
TSPAN12,0.053366931
ING3,0.132669797
FAM3C,0.742831384
AASS,0.098008468
CADPS2,0.009563594
NDUFA5,1.102656222
WASL,2.079652775
RP11-390E23.6,0.163924782
GPR37,0.005565747
ZNF800,0.295464507
GCC1,0.062174113
ARF5,0.634598757
SND1,0.385008847
RBM28,0.040702417
METTL2B,0.123721802
FAM71F2,0.042235437
RP11-274B21.9,0.017243282
CALU,0.209240241
ATP6V1F,0.459425852
IRF5,0.02683729
TNPO3,0.093557681
AHCYL2,0.36974214
RP11-448A19.1,0.097629948
UBE2H,0.403194888
ZC3HC1,0.020894143
KLHDC10,0.126481364
TMEM209,0.019139489
CPA2,0.408136011
CEP41,0.052524518
MEST,0.132453238
MIR29A,0.037736988
RP11-138A9.1,0.059694833
LINC-PINT,0.006530553
MKLN1,0.798790016
CHCHD3,0.670721398
EXOC4,0.151438093
SLC35B4,0.040702417
AKR1B1,0.032002048
AKR1B10,0.517100284
BPGM,0.031183868
C7orf49,0.095085958
TMEM140,0.042235437
RP11-134L10.1,0.037736988
CNOT4,0.31368587
NUP205,0.049251393
C7orf73,1.040332438
MTPN,1.421535228
AC015987.2,0.008469523
CREB3L2,0.088429242
TRIM24,0.452719167
ZC3HAV1,0.262844202
UBN2,0.205283125
C7orf55,0.138676556
C7orf55-LUC7L2,0.209010888
HIPK2,0.493352098
TBXAS1,0.039981779
PARP12,0.41625198
KDM7A,0.470985234
JHDM1D-AS1,0.127741009
SLC37A3,0.114307461
RAB19,0.021538275
MKRN1,1.11682606
DENND2A,0.286692153
ADCK2,0.033367938
NDUFB2,5.026175993
BRAF,0.44018975
RP4-813F11.4,0.009563594
MRPS33,0.781816327
AGK,0.062466076
KIAA1147,0.102119747
SSBP1,1.308915734
PRSS1,0.022171769
GSTK1,3.033187579
TMEM139,0.173879356
CASP2,0.079151486
AC093673.5,0.039261973
ZYX,0.085979392
EPHA1,0.008469523
FAM115A,0.544492916
ARHGEF35,0.266210285
OR2A1-AS1,0.038463397
ARHGEF5,0.099987972
TPK1,0.021351286
CUL1,0.117609458
EZH2,0.032526672
PDIA4,0.908229361
ZNF398,0.180706004
ZNF282,0.022171769
ZNF212,0.011442485
ZNF783,0.050172732
ZNF746,0.019139489
ZNF862,0.057977737
ACTR3C,0.225207082
RARRES2,0.366009702
REPIN1,0.256351747
GIMAP7,0.036442212
TMEM176B,5.962284706
TMEM176A,4.559924636
AOC1,4.502601954
ABCB8,0.04256924
CDK5,0.156194163
SLC4A2,0.180917539
FASTK,0.151762776
TMUB1,0.239953574
AGAP3,0.020019218
ABCF2,0.116414621
CHPF2,0.201548697
NUB1,0.753304001
RHEB,0.960170404
PRKAG2,0.135130678
PRKAG2-AS1,0.019139489
GALNT11,0.148646128
KMT2C,0.794265322
LINC01003,0.032693594
ACTR3B,0.057977737
PAXIP1-AS2,0.04114549
PAXIP1,0.005987909
PAXIP1-AS1,0.014813086
INSIG1,0.131019916
AC009403.2,0.02002318
RBM33,0.301253471
C7orf13,0.075084306
LMBR1,0.117515484
NOM1,0.18872061
MNX1,0.026422022
UBE3C,0.071236108
DNAJB6,1.205960478
PTPRN2,0.040028189
NCAPG2,0.080510112
ESYT2,0.130815609
WDR60,0.070267536
PLCXD1,0.042235437
GTPBP6,0.235693516
LINC00685,0.056417962
IL3RA,0.056621511
SLC25A6,5.957962281
ASMTL-AS1,0.172712947
ASMTL,0.043708955
AKAP17A,0.170879707
DHRSX,0.087642355
ZBED1,0.159911725
CD99,0.906095375
GYG2,0.032526672
ARSD,0.306964381
ARSE,0.185187882
PRKX,0.045185078
HDHD1,0.210212447
STS,0.077622905
PNPLA4,0.314263878
TBL1X,0.227982121
GPR143,0.154837356
MID1,0.089593007
HCCS,0.500925564
MSL3,0.015000076
PRPS2,0.108342925
TMSB4X,64.07575282
RAB9A,0.462226223
TRAPPC2,0.023172869
OFD1,0.19637357
GPM6B,0.088962298
GEMIN8,0.217869511
MOSPD2,0.282142191
PIGA,0.030419869
ZRSR2,0.039942311
AP1S2,0.110680536
CTPS2,0.041888763
SYAP1,0.889997856
TXLNG,0.174514663
RBBP7,0.4377347
REPS2,0.121946883
SCML1,0.031428967
PHKA2,0.057767838
PDHA1,1.047306959
SH3KBP1,2.452598438
CXorf23,0.201420619
MAP7D2,0.026990845
EIF1AX,0.795012035
RPS6KA3,1.033169122
MBTPS2,0.005987909
SMS,0.264345516
PHEX,0.018367767
PRDX4,0.61863193
ACOT9,0.192750388
SAT1,6.392416794
APOO,0.097603463
KLHL15,0.050517971
EIF2S3,0.399663614
ZFX,0.497681771
PDK3,0.142220699
GK,0.379198203
TAB3,0.14523387
TMEM47,0.042235437
PRRG1,0.134921485
DYNLT3,0.290836917
SRPX,0.005565747
RPGR,0.047164768
OTC,0.237462006
TSPAN7,0.190018463
MID1IP1,0.147943309
BCOR,0.010401411
ATP6AP2,0.553183018
CXorf38,0.258881022
MED14,0.374226069
USP9X,0.97582989
DDX3X,1.319757582
CASK,0.370564396
MAOA,1.829334076
EFHC2,0.103029589
FUNDC1,0.270157993
KDM6A,0.194351899
RP6-99M1.2,0.100545271
RP2,0.365797197
JADE3,0.044687545
NDUFB11,2.137835975
RBM10,0.349932827
UBA1,0.85396404
CDK16,0.159701869
USP11,0.009340487
ZNF41,0.032526672
ARAF,0.103284667
TIMP1,0.544223135
ELK1,0.014457432
UXT,1.964234849
SLC38A5,0.005987909
FTSJ1,0.005565747
EBP,0.787643998
RBM3,1.837708726
WDR13,0.409237429
SUV39H1,0.220458554
GLOD5,0.160973047
HDAC6,0.258448929
PCSK1N,1.401649874
TIMM17B,0.739722532
PQBP1,0.560081218
SLC35A2,0.274027426
PIM2,0.008469523
OTUD5,0.148252322
GRIPAP1,0.258803435
TFE3,0.139190666
CCDC120,0.026114818
PRAF2,0.005987909
WDR45,0.461139754
GPKOW,0.271230162
MAGIX,0.324294612
PLP2,0.922957516
PRICKLE3,0.019045588
CCDC22,0.074793927
USP27X,0.020241604
CLCN5,0.005987909
GSPT2,0.058351477
MAGED1,0.150952898
TSPYL2,0.008469523
KDM5C,0.08883573
IQSEC2,0.056402569
SMC1A,0.279968422
RIBC1,0.005987909
HSD17B10,0.682159027
HUWE1,0.362566533
PHF8,0.005565747
TSR2,0.235918363
GNL3L,0.005565747
MAGED2,0.375066756
APEX2,0.16748762
FAM104B,0.067710713
MTRNR2L10,0.005565747
MAGEH1,0.010401411
RRAGB,0.036460849
RP13-188A5.1,0.070974336
UBQLN2,0.035330448
SPIN2B,0.024898414
FAAH2,0.026229513
ZXDB,0.141805822
SPIN4,0.062821591
ARHGEF9,0.024705236
ZC4H2,0.200537137
LAS1L,0.009340487
VSIG4,0.095594983
HEPH,1.562179287
YIPF6,0.474459145
EFNB1,0.406958633
IGBP1,1.575683374
PDZD11,0.152798177
KIF4A,0.011131494
GDPD2,0.163457753
DLG3,0.90186369
TEX11,0.142292619
SNX12,0.076549692
FOXO4,0.063267866
IL2RG,0.418245287
MED12,0.104077955
GJB1,0.323846473
NONO,0.61419616
TAF1,0.118731003
OGT,0.223272185
CXCR3,0.017607122
PIN4,0.525516928
RPS4X,21.65719085
XIST,0.323535727
JPX,0.421319225
FTX,0.064234327
RLIM,0.235279202
ABCB7,0.190867075
UPRT,0.032526672
PBDC1,0.371881099
ATRX,0.854127757
MAGT1,0.538382035
COX7B,7.172002701
ATP7A,0.144199628
PGK1,1.989325906
TAF9B,0.046862261
CYSLTR1,0.008282534
ITM2A,0.005565747
BRWD3,0.019045588
HMGN5,0.300962489
SH3BGRL,1.167406694
HDX,0.029921486
APOOL,0.143922811
POF1B,0.942348489
CHM,0.1925242
DIAPH2,0.559173455
RPA4,0.008282534
TSPAN6,0.534438853
SYTL4,0.743298542
CSTF2,0.334112489
NOX1,0.156198536
TIMM8A,0.039440781
RPL36A,2.113302184
GLA,0.123329174
HNRNPH2,0.54473101
ARMCX4,0.009563594
ARMCX6,0.092811355
ARMCX3,0.386669975
ZMAT1,0.115459636
ARMCX5,0.073672162
RP4-769N13.7,0.076574369
RAB40AL,0.03830361
BEX4,0.010401411
TCEAL8,0.290303239
BEX2,0.095085958
WBP5,0.473235565
NGFRAP1,0.199090692
TCEAL4,0.362250995
TCEAL3,0.140874514
MORF4L2,0.962087823
RAB9B,0.020241604
SLC25A53,0.075349681
FAM199X,0.080861549
RNF128,0.136502794
TBC1D8B,0.271000345
MORC4,0.009340487
RBM41,0.191298326
PRPS1,0.005565747
TSC22D3,0.127561249
MID2,0.006530553
VSIG1,0.005565747
PSMD10,0.066378089
ATG4A,0.093735364
NXT2,0.129225179
ACSL4,0.005565747
TMEM164,0.047954603
AMMECR1,0.12620454
GNG5P2,0.04114549
ALG13,0.628788282
AMOT,0.064142036
PLS3,0.011975818
RP1-241P17.4,0.050339057
SLC6A14,0.061554161
KLHL13,0.041644456
WDR44,0.087048112
IL13RA1,1.152345473
LONRF3,0.038369452
PGRMC1,0.935437911
SLC25A43,0.056651112
SLC25A5,8.749293669
CXorf56,0.047830811
UBE2A,0.942153838
Sep-06,0.081716916
RPL39,23.99014896
UPF3B,0.371081748
RNF113A,0.056656113
NDUFA1,5.423689602
NKAP,0.394450095
ZBTB33,0.154122819
LAMP2,0.685880572
MCTS1,1.019655959
C1GALT1C1,0.429270304
THOC2,0.409856394
XIAP,1.176160139
STAG2,0.435997038
OCRL,0.184541062
XPNPEP2,0.017607122
SASH3,0.166758418
ZDHHC9,0.206707239
UTP14A,0.197406636
ELF4,0.30102986
AIFM1,0.193561026
ZNF280C,0.032002048
RBMX2,0.067911443
ENOX2,0.060448509
MST4,0.151836603
RAP2C,0.168317263
RAP2C-AS1,0.041951107
MBNL3,0.225842153
GPC4,0.011442485
PHF6,0.442711923
HPRT1,0.113770987
FAM122B,0.196606749
MOSPD1,0.313221222
FAM127A,0.057213219
FAM127B,0.287282527
DDX26B,0.017243282
MMGT1,0.077639752
SLC9A6,0.073012842
MAP7D3,0.047190789
HTATSF1,0.363483431
RP11-1114A5.4,0.008469523
RBMX,0.571269667
ATP11C,0.17998151
FMR1,0.632942612
IDS,0.262428793
CXorf40A,0.043894104
TMEM185A,0.051585269
LINC00894,0.163526949
MTM1,0.358679354
MTMR1,0.076129946
CD99L2,0.04171255
HMGB3,0.925826556
VMA21,0.19539699
GABRE,0.135924539
CETN2,0.356393658
NSDHL,0.020549071
ZNF275,0.077639752
FAM58A,0.132504148
SLC6A8,0.860614432
BCAP31,1.450453907
ABCD1,0.006530553
IDH3G,0.892211209
SSR4,5.975845674
NAA10,0.426264181
HCFC1,0.055407851
TMEM187,0.205239619
IRAK1,0.179825507
MECP2,0.27707833
EMD,0.050702897
RPL10,42.14290526
DNASE1L1,0.009340487
TAZ,0.047867364
ATP6AP1,0.51219058
GDI1,0.181756829
FAM50A,0.642338441
PLXNA3,0.038139989
LAGE3,0.344476339
UBL4A,0.194815985
SLC10A3,0.212703103
FAM3A,0.193287267
G6PD,0.073841914
IKBKG,0.23915066
DKC1,0.08709033
MPP1,0.026990845
F8A1,0.032140286
FUNDC2,0.733099563
BRCC3,0.172862471
VBP1,0.879264297
TMLHE,0.048628528
VAMP7,0.032540283
FBXO25,0.207673969
RP11-91J19.4,0.032526672
ERICH1,0.202559495
CLN8,0.091339999
CTD-2336O2.1,0.108625982
KBTBD11-OT1,0.006530553
KBTBD11,0.188962093
MCPH1,0.158880866
CTD-2541M15.4,0.006530553
AGPAT5,0.211343326
DEFB1,0.184085268
DEFA6,0.105676153
DEFA5,0.303644001
CLDN23,0.29229701
MFHAS1,0.086222321
ERI1,0.011442485
PPP1R3B,0.325213997
TNKS,0.061209129
MSRA,0.2960043
PINX1,0.117779015
AF131215.5,0.008469523
MTMR9,0.080458026
SLC35G5,0.005565747
NEIL2,0.005987909
FDFT1,0.820338742
RP11-297N6.4,0.100546976
CTSB,0.867382599
TUSC3,0.005987909
ZDHHC2,0.050415423
CNOT7,0.099798037
VPS37A,0.267730238
MTUS1,0.34712766
PCM1,0.388414274
ASAH1,1.282178975
NAT1,0.096289848
NAT2,0.190031201
PSD3,0.414461727
SH2D4A,0.163528022
INTS10,0.131341565
