node	all_nodes	bacteria_layer	bindingprot_layer	ppi_layer	tf_layer	deg_layer	gene_symbol	LinkerHeats	avg_log2FC
Q9NP71	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MLXIPL	0.032198026905488	
P49910	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZNF165		
P31269	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	HOXA9	0.0066081759961361	
Q14865	nan,nan,tf	NA	NA	nan,nan	tf	NA	ARID5B	0.0009705391111156	
Q9ULU4	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZMYND8	0.0647975593400409	
Q6VUC0	nan,nan,tf	NA	NA	nan,nan	tf	NA	TFAP2E		
P17544	nan,nan,tf	NA	NA	nan,nan	tf	NA	ATF7	0.0	
Q9Y603	nan,nan,tf	NA	NA	nan,nan	tf	NA	ETV7		
O75593	nan,nan,tf	NA	NA	nan,nan	tf	NA	FOXH1	0.0126355386294175	
Q92794	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	KAT6A	0.0249538807294774	
O00470	nan,nan,tf	NA	NA	nan,nan	tf	NA	MEIS1	0.0027794158067742	
Q06710	nan,nan,tf	NA	NA	nan,nan	tf	NA	PAX8	0.6250053916525505	
Q13127	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	REST	0.0886478536832745	
P19532	nan,nan,tf	NA	NA	nan,nan	tf	NA	TFE3		
Q03701	nan,nan,tf	NA	NA	nan,nan	tf	NA	CEBPZ		
O15516	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	CLOCK	0.0606148893445844	
Q15562	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TEAD2	0.0113127752421426	
Q99592	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZBTB18		
P40424	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	PBX1	0.0118890417590481	
P25445	nan,nan,deg	NA	NA	nan,nan	NA	deg	FAS	0.3097033436637155	5.9154706665875
P01033	nan,nan,deg	NA	NA	nan,nan	NA	deg	TIMP1	0.0056157864041365	3.56018278509748
P14635	nan,nan,deg	NA	NA	nan,nan	NA	deg	CCNB1	0.1999840880258783	5.10932941055427
P52655	nan,nan,deg	NA	NA	nan,nan	NA	deg	GTF2A1	0.0297013105605439	6.122572610002
P19957	nan,nan,deg	NA	NA	nan,nan	NA	deg	PI3	0.0056014483502856	7.27369403846083
P01009	nan,nan,deg	NA	NA	nan,nan	NA	deg	SERPINA1	0.0045636076636849	3.86114428273875
P00374	nan,nan,deg	NA	NA	nan,nan	NA	deg	DHFR	0.0120681621876902	4.06747793675873
P61626	nan,nan,deg	NA	NA	nan,nan	NA	deg	LYZ	0.0098757831799884	2.43826295768412
P12544	nan,nan,deg	NA	NA	nan,nan	NA	deg	GZMA	0.0127305540853866	5.92197154110824
P01903	nan,nan,deg	NA	NA	nan,nan	NA	deg	HLA-DRA	0.010908358416884	3.47510999675786
P02786	nan,nan,deg	NA	NA	nan,nan	NA	deg	TFRC	0.1243167670781253	3.17276306140591
P30279	nan,nan,deg	NA	NA	nan,nan	NA	deg	CCND2	0.0686684844063095	4.14600432356232
P16949	nan,nan,deg	NA	NA	nan,nan	NA	deg	STMN1	0.1590569891500536	1.86087508308916
Q9Y6J0	nan,nan,deg	NA	NA	nan,nan	NA	deg	CABIN1	0.0208471147048262	6.63875365070644
Q5XPI4	nan,nan,deg	NA	NA	nan,nan	NA	deg	RNF123	0.0113355272979228	5.3304177720941
P05156	nan,nan,deg	NA	NA	nan,nan	NA	deg	CFI		3.82098603070073
Q06141	nan,nan,deg	NA	NA	nan,nan	NA	deg	REG3A		5.94330197334018
P05451	nan,nan,deg	NA	NA	nan,nan	NA	deg	REG1A		11.0471334809875
P14866	nan,nan,deg	NA	NA	nan,nan	NA	deg	HNRNPL		2.19144719422235
Q13616	nan,nan,deg	NA	NA	nan,nan	NA	deg	CUL1	0.0510119584892822	3.61079408422703
O95071	nan,nan,deg	NA	NA	nan,nan	NA	deg	UBR5	0.0209346692069405	5.67572562312402
Q02817	nan,nan,deg	NA	NA	nan,nan	NA	deg	MUC2	0.0	2.0348467328525
P0DJI8	nan,nan,deg	NA	NA	nan,nan	NA	deg	SAA1	0.0165114215530605	3.98545402074176
P11912	nan,nan,deg	NA	NA	nan,nan	NA	deg	CD79A	0.0559698259507741	5.60656784827654
Q9Y2Y9	nan,nan,deg	NA	NA	nan,nan	NA	deg	KLF13	0.0073681222861667	5.09170947205202
P84103	nan,nan,deg	NA	NA	nan,nan	NA	deg	SRSF3	0.0002220493640187	2.29068856539671
P46013	nan,nan,deg	NA	NA	nan,nan	NA	deg	MKI67	0.0368931793204022	4.00330924057383
O15392	nan,nan,deg	NA	NA	nan,nan	NA	deg	BIRC5	0.1585322004613235	6.7039022075522
Q9UBT6	nan,nan,deg	NA	NA	nan,nan	NA	deg	POLK	0.0439708094703858	4.434867394899
P35240	nan,nan,deg	NA	NA	nan,nan	NA	deg	NF2	0.0771655822773256	1.59222433391614
O95340	nan,nan,deg	NA	NA	nan,nan	NA	deg	PAPSS2		2.75954472875868
P18510	nan,nan,deg	NA	NA	nan,nan	NA	deg	IL1RN	0.0	5.06869164850992
P31350	nan,nan,deg	NA	NA	nan,nan	NA	deg	RRM2		3.73724900236035
P22455	nan,nan,deg	NA	NA	nan,nan	NA	deg	FGFR4	0.1948494764548854	1.74583138695788
P31323	nan,nan,deg	NA	NA	nan,nan	NA	deg	PRKAR2B	0.0600283543497969	5.63306298199514
P06702	nan,nan,deg	NA	NA	nan,nan	NA	deg	S100A9	0.0279532703253945	6.05402877869639
Q01628	nan,nan,deg	NA	NA	nan,nan	NA	deg	IFITM3		3.00245933969895
P48304	nan,nan,deg	NA	NA	nan,nan	NA	deg	REG1B		6.97697611492879
P08294	nan,nan,deg	NA	NA	nan,nan	NA	deg	SOD3	0.0116631613301063	2.62834019488444
Q9NQP4	nan,nan,deg	NA	NA	nan,nan	NA	deg	PFDN4		2.03364128304472
Q9UBU7	nan,nan,deg	NA	NA	nan,nan	NA	deg	DBF4	0.0108957995064994	3.82502051528998
Q9BWD1	nan,nan,deg	NA	NA	nan,nan	NA	deg	ACAT2	0.0026251972496726	2.38265750824884
P34810	nan,nan,deg	NA	NA	nan,nan	NA	deg	CD68	0.0012267516546577	4.25570740396524
P19875	nan,nan,deg	NA	NA	nan,nan	NA	deg	CXCL2	0.0092705829204537	4.96511272561864
Q86Z02	nan,nan,deg	NA	NA	nan,nan	NA	deg	HIPK1	0.0123038824010808	1.5703186986834
P00390	nan,nan,deg	NA	NA	nan,nan	NA	deg	GSR	0.0058635548524845	4.50913374348111
P14555	nan,nan,deg	NA	NA	nan,nan	NA	deg	PLA2G2A	0.0337735319157301	4.29463236723751
Q99102	nan,nan,deg	NA	NA	nan,nan	NA	deg	MUC4		2.59053468363645
O43251	nan,nan,deg	NA	NA	nan,nan	NA	deg	RBFOX2	0.0191893200689991	4.57396975819427
Q9NSA3	nan,nan,deg	NA	NA	nan,nan	NA	deg	CTNNBIP1	0.0350969613811985	3.25073785751036
P80188	nan,nan,deg	NA	NA	nan,nan	NA	deg	LCN2		6.37536607952935
P35226	nan,nan,deg	NA	NA	nan,nan	NA	deg	BMI1	0.0544503598014265	3.86612722023507
Q9H165	nan,nan,deg	NA	NA	nan,nan	NA	deg	BCL11A		5.45337210048067
Q01105	nan,nan,deg	NA	NA	nan,nan	NA	deg	SET	0.1015165554690799	1.83901633982384
Q9BY43	nan,nan,deg	NA	NA	nan,nan	NA	deg	CHMP4A		1.78654724466687
O75563	nan,nan,deg	NA	NA	nan,nan	NA	deg	SKAP2	0.0376249788543993	2.91808717646953
P0DJI9	nan,nan,deg	NA	NA	nan,nan	NA	deg	SAA2		5.60656784827654
Q06643	nan,nan,deg	NA	NA	nan,nan	NA	deg	LTB	0.0071373590702829	6.5212524884265
P42575	nan,nan,deg	NA	NA	nan,nan	NA	deg	CASP2	0.1482687182691036	4.64353982069413
Q03112	nan,nan,deg	NA	NA	nan,nan	NA	deg	MECOM	0.0447533265262533	3.96052021802595
P47989	nan,nan,deg	NA	NA	nan,nan	NA	deg	XDH	0.0431048030636681	6.07350595816965
P15056	nan,nan,deg	NA	NA	nan,nan	NA	deg	BRAF	0.1381211322260351	5.60656784827654
Q9H422	nan,nan,deg	NA	NA	nan,nan	NA	deg	HIPK3	0.0115743384944255	9.04540499891106
P30305	nan,nan,deg	NA	NA	nan,nan	NA	deg	CDC25B	0.1268969380325502	3.92068907601751
P01920	nan,nan,deg	NA	NA	nan,nan	NA	deg	HLA-DQB1	0.0032269555572736	4.02296973329131
Q9HC84	nan,nan,deg	NA	NA	nan,nan	NA	deg	MUC5B		3.7352352550096
P12757	nan,nan,deg	NA	NA	nan,nan	NA	deg	SKIL	0.1647679902286678	1.40312710867907
Q8TAS1	nan,nan,deg	NA	NA	nan,nan	NA	deg	UHMK1	0.0405654791116377	3.36615200598495
Q16881	nan,nan,deg	NA	NA	nan,nan	NA	deg	TXNRD1	0.016285631022795	2.40388009691866
Q8ND76	nan,nan,deg	NA	NA	nan,nan	NA	deg	CCNY	0.0462367319924987	6.6711534693895
Q96KP6	nan,nan,deg	NA	NA	nan,nan	NA	deg	TNIP3		6.2344143228367
Q9NVH2	nan,nan,deg	NA	NA	nan,nan	NA	deg	INTS7		6.30836768483317
Q9H5J4	nan,nan,deg	NA	NA	nan,nan	NA	deg	ELOVL6		2.76312304499344
Q9UIL8	nan,nan,deg	NA	NA	nan,nan	NA	deg	PHF11		2.26312027898607
P25815	nan,nan,deg	NA	NA	nan,nan	NA	deg	S100P		3.60147215679748
P15924	nan,nan,deg	NA	NA	nan,nan	NA	deg	DSP	0.0480127168044269	1.35276064483355
Q9UEW8	nan,nan,deg	NA	NA	nan,nan	NA	deg	STK39	0.0708821319373954	5.38634476062208
P14735	nan,nan,deg	NA	NA	nan,nan	NA	deg	IDE		6.12048652711167
Q969W9	nan,nan,deg	NA	NA	nan,nan	NA	deg	PMEPA1		3.64529559531554
P47928	nan,nan,deg	NA	NA	nan,nan	NA	deg	ID4		2.35704410057645
A6H8Y1	nan,nan,deg	NA	NA	nan,nan	NA	deg	BDP1		3.17970912579931
Q15262	nan,nan,deg	NA	NA	nan,nan	NA	deg	PTPRK	0.1081405805011393	2.35778082809965
Q6UX06	nan,nan,deg	NA	NA	nan,nan	NA	deg	OLFM4		2.99888237665243
Q9UBM1	nan,nan,deg	NA	NA	nan,nan	NA	deg	PEMT		5.63306298199514
Q9NP59	nan,nan,deg	NA	NA	nan,nan	NA	deg	SLC40A1		6.18142858947039
Q13426	nan,nan,deg	NA	NA	nan,nan	NA	deg	XRCC4	0.0403954573744336	3.51512716188429
Q9NZD2	nan,nan,deg	NA	NA	nan,nan	NA	deg	GLTP		1.99653670272098
O60331	nan,nan,deg	NA	NA	nan,nan	NA	deg	PIP5K1C	0.169805994667931	5.62937893279157
P19876	nan,nan,deg	NA	NA	nan,nan	NA	deg	CXCL3	0.0092705832181154	5.31741866807526
O43704	nan,nan,deg	NA	NA	nan,nan	NA	deg	SULT1B1		2.13607097319407
P00995	nan,nan,deg	NA	NA	nan,nan	NA	deg	SPINK1	0.0219292108101709	3.85990811153008
Q9UMX3	nan,nan,deg	NA	NA	nan,nan	NA	deg	BOK		6.6711534693895
P18206	nan,nan,deg	NA	NA	nan,nan	NA	deg	VCL	0.0557706825870382	5.60656784827654
P46940	nan,nan,deg	NA	NA	nan,nan	NA	deg	IQGAP1	0.0614365506667255	3.19397399115013
Q9BYZ8	nan,nan,deg	NA	NA	nan,nan	NA	deg	REG4		7.94453234449926
Q9UPT9	nan,nan,deg	NA	NA	nan,nan	NA	deg	USP22	0.0278812667068233	5.28698648469002
P48163	nan,nan,deg	NA	NA	nan,nan	NA	deg	ME1	0.0001496949969346	6.4282911023008
P07195	nan,nan,deg	NA	NA	nan,nan	NA	deg	LDHB	0.0073075227273151	2.19370850307135
P36551	nan,nan,deg	NA	NA	nan,nan	NA	deg	CPOX		6.56587561651755
P20851	nan,nan,deg	NA	NA	nan,nan	NA	deg	C4BPB		2.1849225106862
P78381	nan,nan,deg	NA	NA	nan,nan	NA	deg	SLC35A2		3.04669967102853
Q9NRD8	nan,nan,deg	NA	NA	nan,nan	NA	deg	DUOX2		6.8059442862865
Q49AR2	nan,nan,deg	NA	NA	nan,nan	NA	deg	C5orf22		3.51736343163668
Q9UJW0	nan,nan,deg	NA	NA	nan,nan	NA	deg	DCTN4		3.84008785204626
Q8IVW1	nan,nan,deg	NA	NA	nan,nan	NA	deg	ARL17A		6.26202575187953
Q9UNS2	nan,nan,deg	NA	NA	nan,nan	NA	deg	COPS3	0.0128971764671074	1.5543866265125
Q9HB19	nan,nan,deg	NA	NA	nan,nan	NA	deg	PLEKHA2		5.6720693111301
Q13257	nan,nan,deg	NA	NA	nan,nan	NA	deg	MAD2L1	0.0199756689429189	6.69135007575379
P04440	nan,nan,deg	NA	NA	nan,nan	NA	deg	HLA-DPB1	0.0032269549882823	4.59910553894284
Q16763	nan,nan,deg	NA	NA	nan,nan	NA	deg	UBE2S	0.0183154732606269	7.09659802015068
P08729	nan,nan,deg	NA	NA	nan,nan	NA	deg	KRT7		6.58727633382012
Q9NR30	nan,nan,deg	NA	NA	nan,nan	NA	deg	DDX21	0.0265614365874129	4.01125602018942
P50579	nan,nan,deg	NA	NA	nan,nan	NA	deg	METAP2		2.21722770466901
P20036	nan,nan,deg	NA	NA	nan,nan	NA	deg	HLA-DPA1	0.0032269551810053	7.9729968506692
Q9Y5Z0	nan,nan,deg	NA	NA	nan,nan	NA	deg	BACE2	0.0100799988302275	3.62547323408742
P17900	nan,nan,deg	NA	NA	nan,nan	NA	deg	GM2A		4.48489450155407
P19971	nan,nan,deg	NA	NA	nan,nan	NA	deg	TYMP		4.1842351689421
O60575	nan,nan,deg	NA	NA	nan,nan	NA	deg	SPINK4		4.79182429191385
Q16667	nan,nan,deg	NA	NA	nan,nan	NA	deg	CDKN3		3.25611613753882
P13164	nan,nan,deg	NA	NA	nan,nan	NA	deg	IFITM1	0.0003240792150374	2.12581277806829
Q01629	nan,nan,deg	NA	NA	nan,nan	NA	deg	IFITM2		2.75389684665549
P13995	nan,nan,deg	NA	NA	nan,nan	NA	deg	MTHFD2		4.6691446111392
Q96DH6	nan,nan,deg	NA	NA	nan,nan	NA	deg	MSI2		4.87930537302906
P68366	nan,nan,deg	NA	NA	nan,nan	NA	deg	TUBA4A	0.0448546499615145	3.68531838976681
Q86V86	nan,nan,deg	NA	NA	nan,nan	NA	deg	PIM3	0.0393274978507404	1.60406693291718
Q02218	nan,nan,deg	NA	NA	nan,nan	NA	deg	OGDH	0.0197375088717187	3.92329225390758
Q8N183	nan,nan,deg	NA	NA	nan,nan	NA	deg	NDUFAF2		3.4593424832607
B9A064	nan,nan,deg	NA	NA	nan,nan	NA	deg	IGLL5		2.21472511314004
Q6E0U4	nan,nan,deg	NA	NA	nan,nan	NA	deg	DMKN		5.45337210048067
O43684	nan,nan,deg	NA	NA	nan,nan	NA	deg	BUB3	0.0733960007484682	2.56168944311873
Q7Z2W4	nan,nan,deg	NA	NA	nan,nan	NA	deg	ZC3HAV1	0.040563975545938	3.7129314724392
