source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	curation_effort	references	sources	n_sources	n_primary_sources	n_references	references_stripped
P67809	P01920	YBX1	HLA-DQB1	True	True	False	True	True	False	1	CollecTRI:9426609	CollecTRI;ExTRI_CollecTRI	2	1	1	9426609
P05412	P34810	JUN	CD68	True	True	False	True	True	False	1	CollecTRI:9479000	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	9479000
P53567	P47989	CEBPG	XDH	True	True	False	True	True	False	1	CollecTRI:9512555	CollecTRI;ExTRI_CollecTRI	2	1	1	9512555
Q00653	P0DJI9	NFKB2	SAA2	True	True	False	True	True	False	1	CollecTRI:9570146	CollecTRI;ExTRI_CollecTRI	2	1	1	9570146
Q04864	P0DJI9	REL	SAA2	True	True	False	True	True	False	1	CollecTRI:9570146	CollecTRI;ExTRI_CollecTRI	2	1	1	9570146
P21675	P52655	TAF1	GTF2A1	True	True	False	True	True	False	1	CollecTRI:9603936	CollecTRI;ExTRI_CollecTRI	2	1	1	9603936
P17676	P78381	CEBPB	SLC35A2	True	True	False	True	True	False	1	CollecTRI:9614204	CollecTRI;ExTRI_CollecTRI	2	1	1	9614204
P05412	P05451	JUN	REG1A	True	True	False	True	True	False	1	CollecTRI:9624114	CollecTRI;ExTRI_CollecTRI	2	1	1	9624114
Q02447	P25445	SP3	FAS	True	True	False	True	True	False	1	CollecTRI:9639581	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI	4	1	1	9639581
P04637	P12544	TP53	GZMA	True	True	False	True	True	False	1	CollecTRI:9651310	CollecTRI;ExTRI_CollecTRI	2	1	1	9651310
P53567	P06702	CEBPG	S100A9	True	True	False	True	True	False	1	CollecTRI:9706399	CollecTRI;ExTRI_CollecTRI	2	1	1	9706399
P10242	P06702	MYB	S100A9	True	True	False	True	True	False	1	CollecTRI:9717674	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	5	2	1	9717674
P49715	P06702	CEBPA	S100A9	True	True	False	True	True	False	5	CollecTRI:9706399;CollecTRI:9717674;DoRothEA:9706399;HTRIdb:9706399;SIGNOR:9706399	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	12	4	2	9706399;9717674
Q99697	P50148	PITX2	GNAQ	True	True	False	True	True	False	1	CollecTRI:9736641	CollecTRI;ExTRI_CollecTRI	2	1	1	9736641
Q7RTV0	P11912	PHF5A	CD79A	True	True	False	True	True	False	1	CollecTRI:9743352	CollecTRI;ExTRI_CollecTRI	2	1	1	9743352
Q02078	P36551	MEF2A	CPOX	True	True	False	True	True	False	1	CollecTRI:9752724	CollecTRI;ExTRI_CollecTRI	2	1	1	9752724
P17096	P01903	HMGA1	HLA-DRA	True	True	False	True	True	False	2	CollecTRI:7629508;CollecTRI:9823775	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	2	7629508;9823775
Q9UL36	Q9BY43	ZNF236	CHMP4A	True	True	False	True	True	False	1	CollecTRI:9832517	CollecTRI;ExTRI_CollecTRI	2	1	1	9832517
Q13761	P11912	RUNX3	CD79A	True	True	False	True	True	False	1	CollecTRI:9862705	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	9862705
O60675	P16070	MAFK	CD44	True	True	False	True	True	False	1	CollecTRI:9893024	CollecTRI;ExTRI_CollecTRI	2	1	1	9893024
P08047	P0DJI8	SP1	SAA1	True	True	False	True	True	False	1	CollecTRI:9933631	CollecTRI;ExTRI_CollecTRI	2	1	1	9933631
P17676	P06702	CEBPB	S100A9	True	True	False	True	True	False	4	CollecTRI:9706399;DoRothEA:9706399;HTRIdb:9706399;SIGNOR:9706399	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	10	4	1	9706399
Q16254	Q9NRD8	E2F4	DUOX2	True	True	False	True	True	False	3	DoRothEA:11799066;HTRIdb:11799066	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	1	11799066
Q16254	Q49AR2	E2F4	C5orf22	True	True	False	True	True	False	5	DoRothEA:11799066;HTRIdb:11799066;HTRIdb:17531812	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	2	11799066;17531812
O75461	Q9UJW0	E2F6	DCTN4	True	True	False	True	True	False	3	DoRothEA:12909625;HTRIdb:12909625	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	1	12909625
P04150	P12544	NR3C1	GZMA	True	True	False	True	True	False	3	DoRothEA:17180578;HTRIdb:17180578	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	1	17180578
P01106	P14635	MYC	CCNB1	True	True	False	True	True	False	5	CollecTRI:11522645;CollecTRI:11983916;CollecTRI:12747840;CollecTRI:19470724;HTRIdb:12747840	CollecTRI;DoRothEA;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	13	3	4	11522645;11983916;12747840;19470724
P01106	P22455	MYC	FGFR4	True	True	False	True	True	False	3	DoRothEA:12695333;HTRIdb:12695333	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	6	2	1	12695333
P01106	P19875	MYC	CXCL2	True	True	False	True	True	False	3	DoRothEA:12695333;HTRIdb:12695333	ARACNe-GTEx_DoRothEA;DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	7	2	1	12695333
P01106	P16949	MYC	STMN1	True	True	False	True	True	False	3	DoRothEA:12695333;HTRIdb:12695333	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	6	2	1	12695333
P01106	Q06643	MYC	LTB	True	True	False	True	True	False	3	DoRothEA:12695333;HTRIdb:12695333	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	6	2	1	12695333
P01106	P15941	MYC	MUC1	True	True	False	True	True	False	3	DoRothEA:12695333;HTRIdb:12695333	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	6	2	1	12695333
P01106	P19957	MYC	PI3	True	True	False	True	True	False	3	DoRothEA:12695333;HTRIdb:12695333	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	1	12695333
P01106	Q99081	MYC	TCF12	True	True	False	True	True	False	3	DoRothEA:12695333;HTRIdb:12695333	DoRothEA;ENCODE-distal;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	8	3	1	12695333
P01106	Q9HC84	MYC	MUC5B	True	True	False	True	True	False	3	DoRothEA:12695333;HTRIdb:12695333	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	1	12695333
Q02447	P01033	SP3	TIMP1	True	True	False	True	True	False	3	CollecTRI:11830330;DoRothEA:11830330;HTRIdb:11830330	CollecTRI;DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	3	1	11830330
P04637	Q8IVW1	TP53	ARL17A	True	True	False	True	True	False	3	DoRothEA:16980608;HTRIdb:16980608	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	1	16980608
O75469	Q9UNS2	NR1I2	COPS3	True	True	False	True	True	False	3	DoRothEA:19129222;HTRIdb:19129222	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	1	19129222
O75469	Q9NP59	NR1I2	SLC40A1	True	True	False	True	True	False	3	DoRothEA:19129222;HTRIdb:19129222	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	1	19129222
O75469	Q9HB19	NR1I2	PLEKHA2	True	True	False	True	True	False	3	DoRothEA:19129222;HTRIdb:19129222	DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	4	2	1	19129222
P00519	P30279	ABL1	CCND2	True	True	False	True	True	False	1	CollecTRI:15509806	CollecTRI;TRRUST_CollecTRI	2	1	1	15509806
Q9NR48	P01033	ASH1L	TIMP1	True	True	False	True	True	False	2	CollecTRI:22488473;DoRothEA:22488473	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	22488473
P15336	P25445	ATF2	FAS	True	True	False	True	True	False	6	CollecTRI:15833826;CollecTRI:19670268;CollecTRI:19720122;CollecTRI:19944115;CollecTRI:20580678;DoRothEA:19670268	CollecTRI;DoRothEA;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	5	15833826;19670268;19720122;19944115;20580678
P38398	P14635	BRCA1	CCNB1	True	True	False	True	True	False	1	CollecTRI:12647291	CollecTRI;TRRUST_CollecTRI	2	1	1	12647291
P38398	P09341	BRCA1	CXCL1	True	False	True	True	False	True	1	CollecTRI:22120723	CollecTRI;TRRUST_CollecTRI	2	1	1	22120723
P38398	Q13257	BRCA1	MAD2L1	True	True	False	True	True	False	1	CollecTRI:15563594	CollecTRI;TRRUST_CollecTRI	2	1	1	15563594
Q13951	Q01196	CBFB	RUNX1	True	True	False	True	True	False	1	CollecTRI:24648201	CollecTRI;TRRUST_CollecTRI	2	1	1	24648201
Q99626	P08047	CDX2	SP1	True	True	False	True	True	False	3	CollecTRI:16616718;CollecTRI:22580340;DoRothEA:22580340	CollecTRI;DoRothEA;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	2	16616718;22580340
P49715	P0DJI8	CEBPA	SAA1	True	True	False	True	True	False	2	CollecTRI:12410800;DoRothEA:12410800	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	10	2	1	12410800
P49716	P09341	CEBPD	CXCL1	True	True	False	True	True	False	2	CollecTRI:23028973;DoRothEA:23028973	CollecTRI;DoRothEA;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	23028973
Q14839	P11912	CHD4	CD79A	True	False	True	True	False	True	1	CollecTRI:23071088	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	3	1	1	23071088
P33076	P04440	CIITA	HLA-DPB1	True	True	False	True	True	False	1	CollecTRI:11889043	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	3	1	1	11889043
P33076	P01920	CIITA	HLA-DQB1	True	True	False	True	True	False	1	CollecTRI:11332992	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	3	1	1	11332992
P33076	P01903	CIITA	HLA-DRA	True	True	False	True	True	False	5	CollecTRI:10886240;CollecTRI:11429551;CollecTRI:11889043;CollecTRI:9300692;CollecTRI:9600954	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	3	1	5	10886240;11429551;11889043;9300692;9600954
P16220	P01920	CREB1	HLA-DQB1	True	True	False	True	True	False	2	CollecTRI:1324879;DoRothEA:1324879	CollecTRI;DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	1324879
P16220	P16949	CREB1	STMN1	True	True	False	True	True	False	2	CollecTRI:23000483;DoRothEA:23000483	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	23000483
P35222	O15392	CTNNB1	BIRC5	True	True	False	True	True	False	5	CollecTRI:11517919;CollecTRI:16288908;CollecTRI:17005722;CollecTRI:19662654;CollecTRI:19778454	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	3	1	5	11517919;16288908;17005722;19662654;19778454
P35222	P16070	CTNNB1	CD44	True	True	False	True	True	False	4	CollecTRI:10027409;CollecTRI:12782598;CollecTRI:17724465;CollecTRI:18483247	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	3	1	4	10027409;12782598;17724465;18483247
P18146	P30279	EGR1	CCND2	True	True	False	True	True	False	2	CollecTRI:20590664;DoRothEA:20590664	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	20590664
P18146	Q16763	EGR1	UBE2S	True	True	False	True	True	False	2	CollecTRI:18780286;DoRothEA:18780286	CollecTRI;DoRothEA;PAZAR_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	18780286
P19419	Q03112	ELK1	MECOM	True	True	False	True	True	False	2	CollecTRI:22689058;DoRothEA:22689058	CollecTRI;DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	22689058
Q09472	O15392	EP300	BIRC5	True	False	True	True	False	True	2	CollecTRI:19102934;CollecTRI:20660371	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	3	1	2	19102934;20660371
P41212	Q13257	ETV6	MAD2L1	True	False	True	True	False	True	2	CollecTRI:20190817;DoRothEA:20190817	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	20190817
P01100	P25445	FOS	FAS	True	True	False	True	True	False	2	CollecTRI:10903433;DoRothEA:10903433	CollecTRI;DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	1	10903433
P15408	P01033	FOSL2	TIMP1	True	False	True	True	False	True	2	CollecTRI:11337499;DoRothEA:11337499	CollecTRI;DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	11337499
P55317	P08729	FOXA1	KRT7	True	True	False	True	True	False	2	CollecTRI:20043065;DoRothEA:20043065	CollecTRI;DoRothEA;PAZAR_DoRothEA;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	20043065
Q08050	P30305	FOXM1	CDC25B	True	True	False	True	True	False	2	CollecTRI:19276163;DoRothEA:19276163	CollecTRI;DoRothEA;ReMap_DoRothEA;TFe_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	19276163
Q9C009	Q9H165	FOXQ1	BCL11A	True	True	False	True	True	False	2	CollecTRI:20145154;DoRothEA:20145154	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	20145154
Q13547	O15392	HDAC1	BIRC5	True	False	True	True	False	True	1	CollecTRI:17124180	CollecTRI;TRRUST_CollecTRI	2	1	1	17124180
Q13547	P30279	HDAC1	CCND2	True	False	True	True	False	True	1	CollecTRI:11511535	CollecTRI;TRRUST_CollecTRI	2	1	1	11511535
Q13547	P16070	HDAC1	CD44	True	False	True	True	False	True	1	CollecTRI:18372343	CollecTRI;TRRUST_CollecTRI	2	1	1	18372343
Q13547	P01903	HDAC1	HLA-DRA	True	False	True	True	False	True	1	CollecTRI:11533238	CollecTRI;TRRUST_CollecTRI	2	1	1	11533238
Q13547	P08047	HDAC1	SP1	True	False	True	True	False	True	1	CollecTRI:21636851	CollecTRI;TRRUST_CollecTRI	2	1	1	21636851
Q8WUI4	Q16665	HDAC7	HIF1A	True	False	True	True	False	True	2	CollecTRI:20693714;CollecTRI:22172637	CollecTRI;TRRUST_CollecTRI	2	1	2	20693714;22172637
P10914	P14635	IRF1	CCNB1	True	False	True	True	False	True	2	CollecTRI:22200613;DoRothEA:22200613	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	22200613
P05412	Q03060	JUN	CREM	True	True	False	True	True	False	2	CollecTRI:21757709;DoRothEA:21757709	CollecTRI;DoRothEA;ENCODE-distal;ENCODE-proximal;JASPAR_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	4	1	21757709
P05412	Q9NR30	JUN	DDX21	True	True	False	True	True	False	2	CollecTRI:22550165;DoRothEA:22550165	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	22550165
Q13118	P16949	KLF10	STMN1	True	False	True	True	False	True	2	CollecTRI:18930345;DoRothEA:18930345	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	18930345
Q13887	P14635	KLF5	CCNB1	True	True	False	True	True	False	2	CollecTRI:21951574;DoRothEA:21951574	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	21951574
Q13887	Q16665	KLF5	HIF1A	True	True	False	True	True	False	2	CollecTRI:23880760;DoRothEA:23880760	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	23880760
Q9UJU2	O15392	LEF1	BIRC5	True	True	False	True	True	False	5	CollecTRI:11517919;CollecTRI:16288908;CollecTRI:17005722;CollecTRI:17063141;CollecTRI:19620402	CollecTRI;DoRothEA;GEREDB_CollecTRI;KEGG-MEDICUS;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	3	5	11517919;16288908;17005722;17063141;19620402
Q9UGP4	Q16665	LIMD1	HIF1A	True	False	True	True	False	True	1	CollecTRI:22286099	CollecTRI;TRRUST_CollecTRI	2	1	1	22286099
Q9Y5Q3	P30279	MAFB	CCND2	True	True	False	True	True	False	2	CollecTRI:15755896;DoRothEA:15755896	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	15755896
Q15648	O14965	MED1	AURKA	True	True	False	True	True	False	1	CollecTRI:16574658	CollecTRI;TRRUST_CollecTRI	2	1	1	16574658
O94916	Q06643	NFAT5	LTB	True	True	False	True	True	False	2	CollecTRI:11485737;DoRothEA:11485737	CollecTRI;DoRothEA;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	11485737
P19838	P14635	NFKB1	CCNB1	True	True	False	True	True	False	3	CollecTRI:11861406;CollecTRI:19610058;DoRothEA:11861406	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	2	11861406;19610058
P19838	P30279	NFKB1	CCND2	True	True	False	True	True	False	2	CollecTRI:21790895;DoRothEA:21790895	CollecTRI;DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	1	21790895
P19838	P05156	NFKB1	CFI	True	True	False	True	True	False	2	CollecTRI:10630630;DoRothEA:10630630	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	10630630
P19838	P19875	NFKB1	CXCL2	True	True	False	True	True	False	5	CollecTRI:15132979;CollecTRI:15722553;CollecTRI:17363596;CollecTRI:28266569;DoRothEA:17363596	CollecTRI;CytReg_CollecTRI;DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	4	15132979;15722553;17363596;28266569
P19838	P80188	NFKB1	LCN2	True	True	False	True	True	False	5	CollecTRI:15536164;CollecTRI:19707556;CollecTRI:20220144;CollecTRI:24391115;DoRothEA:15536164	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	4	15536164;19707556;20220144;24391115
P19838	Q02817	NFKB1	MUC2	True	True	False	True	True	False	2	CollecTRI:12686724;CollecTRI:18176092	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	2	12686724;18176092
P19838	Q9HC84	NFKB1	MUC5B	True	True	False	True	True	False	2	CollecTRI:20935193;DoRothEA:20935193	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	20935193
P19838	Q6UX06	NFKB1	OLFM4	True	True	False	True	True	False	2	CollecTRI:18764868;DoRothEA:18764868	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	18764868
P19838	P14555	NFKB1	PLA2G2A	True	True	False	True	True	False	2	CollecTRI:11899260;DoRothEA:11899260	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	11899260
P19838	P0DJI8	NFKB1	SAA1	True	True	False	True	True	False	2	CollecTRI:23391827;DoRothEA:23391827	CollecTRI;DoRothEA;TFactS_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	23391827
P19838	Q9UEW8	NFKB1	STK39	True	True	False	True	True	False	2	CollecTRI:18787102;DoRothEA:18787102	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	18787102
P19838	P01033	NFKB1	TIMP1	True	False	True	True	False	True	3	CollecTRI:11426939;CollecTRI:14600595;DoRothEA:14600595	CollecTRI;DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	2	11426939;14600595
P19838	Q96KP6	NFKB1	TNIP3	True	True	False	True	True	False	2	CollecTRI:18081698;DoRothEA:18081698	CollecTRI;DoRothEA;ReMap_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	18081698
Q00653	P30279	NFKB2	CCND2	True	True	False	True	True	False	2	CollecTRI:18504428;DoRothEA:18504428	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ReMap_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	18504428
Q00653	Q16665	NFKB2	HIF1A	True	False	True	True	False	True	2	CollecTRI:19414801;DoRothEA:19414801	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	19414801
P23511	P30279	NFYA	CCND2	True	True	False	True	True	False	2	CollecTRI:9339900;DoRothEA:9339900	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	9339900
P23511	P25445	NFYA	FAS	True	True	False	True	True	False	2	CollecTRI:9261184;DoRothEA:9261184	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	9261184
P25208	P30279	NFYB	CCND2	True	True	False	True	True	False	2	CollecTRI:9339900;DoRothEA:9339900	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	9339900
P25208	P25445	NFYB	FAS	True	True	False	True	True	False	2	CollecTRI:9261184;DoRothEA:9261184	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	9261184
Q13952	P30279	NFYC	CCND2	True	True	False	True	True	False	2	CollecTRI:9339900;DoRothEA:9339900	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	9339900
Q13952	P25445	NFYC	FAS	True	True	False	True	True	False	2	CollecTRI:9261184;DoRothEA:9261184	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	9261184
P04150	Q99102	NR3C1	MUC4	True	True	False	True	True	False	2	CollecTRI:11418607;DoRothEA:11418607	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	11418607
P08235	Q9Y6J0	NR3C2	CABIN1	True	False	True	True	False	True	2	CollecTRI:22345406;DoRothEA:22345406	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	22345406
P08235	P80188	NR3C2	LCN2	True	True	False	True	True	False	2	CollecTRI:22469622;DoRothEA:22469622	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	22469622
O75925	P15941	PIAS1	MUC1	True	False	True	True	False	True	1	CollecTRI:17717071	CollecTRI;TRRUST_CollecTRI	2	1	1	17717071
O75928	P15941	PIAS2	MUC1	True	False	True	True	False	True	1	CollecTRI:17717071	CollecTRI;TRRUST_CollecTRI	2	1	1	17717071
Q8N2W9	P15941	PIAS4	MUC1	True	False	True	True	False	True	1	CollecTRI:17717071	CollecTRI;TRRUST_CollecTRI	2	1	1	17717071
Q9UPG8	P50579	PLAGL2	METAP2	True	True	False	True	True	False	2	CollecTRI:17462995;DoRothEA:17462995	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	17462995
P14859	Q13257	POU2F1	MAD2L1	True	True	False	True	True	False	2	CollecTRI:15563594;DoRothEA:15563594	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	15563594
P14859	Q16881	POU2F1	TXNRD1	True	True	False	True	True	False	2	CollecTRI:11375392;DoRothEA:11375392	CollecTRI;DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	11375392
Q03181	P01033	PPARD	TIMP1	True	True	False	True	True	False	2	CollecTRI:17511960;DoRothEA:17511960	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	17511960
P37231	P78504	PPARG	JAG1	True	True	False	True	True	False	2	CollecTRI:20436223;DoRothEA:20436223	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	20436223
Q00577	P25445	PURA	FAS	True	False	True	True	False	True	2	CollecTRI:10903433;DoRothEA:10903433	CollecTRI;DoRothEA;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	10903433
P06400	O15392	RB1	BIRC5	True	True	False	True	True	False	1	CollecTRI:18504435	CollecTRI;TRRUST_CollecTRI	2	1	1	18504435
P06400	P00374	RB1	DHFR	True	False	True	True	False	True	1	CollecTRI:9671466	CollecTRI;TRRUST_CollecTRI	2	1	1	9671466
P06400	Q14209	RB1	E2F2	True	False	True	True	False	True	1	CollecTRI:9671466	CollecTRI;TRRUST_CollecTRI	2	1	1	9671466
Q04206	O15392	RELA	BIRC5	True	True	False	True	True	False	4	CollecTRI:14739605;CollecTRI:17553314;CollecTRI:20126979;DoRothEA:17553314	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	3	14739605;17553314;20126979
Q04206	P14635	RELA	CCNB1	True	True	False	True	True	False	3	CollecTRI:11861406;CollecTRI:19610058;DoRothEA:11861406	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	2	11861406;19610058
Q04206	P30279	RELA	CCND2	True	True	False	True	True	False	2	CollecTRI:18504428;CollecTRI:21790895	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	2	18504428;21790895
Q04206	P05156	RELA	CFI	True	True	False	True	True	False	2	CollecTRI:10630630;DoRothEA:10630630	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	10630630
Q04206	P14555	RELA	PLA2G2A	True	True	False	True	True	False	2	CollecTRI:11899260;DoRothEA:11899260	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	4	2	1	11899260
